Unnamed: 0,titel,slutpris,postnummer,ort,medelinkomst_månad,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Biarea,Uteplats,Tomtarea,Våning,Byggår,Driftkostnad,Avgift,Finns_hiss,latitude,longitude
,"Holländargatan 9A, 2tr",4565000,11136,Stockholms kommun,52408,Lägenhet,Bostadsrätt,2.0,35.0,,0,,4,1939.0,4704,2372,1,59.3364602,18.0606008
,"Holländargatan 9A, 6tr / Drottninggatan 88F",4750000,11136,Stockholms kommun,52408,Lägenhet,Bostadsrätt,2.0,35.0,,0,,5,1939.0,3000,2372,1,59.33639160000001,18.0602749
,"Drottninggatan 80, 4tr",5333000,11136,Stockholms kommun,52408,Lägenhet,Bostadsrätt,2.0,44.0,,0,,4,1870.0,6100,1516,1,59.33515550000001,18.0602856
,"Adolf fredriks kyrkogata 3, 3 tr",7200000,11137,Stockholms kommun,56152,Lägenhet,Bostadsrätt,2.0,61.0,,0,,3,2015.0,5330,3089,1,59.33774999999999,18.062623
,Luntmakargatan 36,4340000,11137,Stockholms kommun,56152,Lägenhet,Bostadsrätt,2.0,49.0,,0,,3,1939.0,6600,4000,1,59.3387049,18.0623443
,Luntmakargatan 36,4500000,11137,Stockholms kommun,56152,Lägenhet,Bostadsrätt,2.0,51.0,,0,,2,1939.0,4000,2474,1,59.3387049,18.0623443
,Luntmakargatan 12,5150000,11137,Stockholms kommun,56152,Lägenhet,Bostadsrätt,2.0,52.0,,0,,2,1894.0,6000,2389,1,59.33677040000001,18.0640085
,Tunnelgatan 1A,8000000,11137,Stockholms kommun,56152,Lägenhet,Bostadsrätt,3.0,77.0,,0,,2,1894.0,9240,3537,1,59.3369365,18.0641204
,Luntmakargatan 36,4500000,11137,Stockholms kommun,56152,Lägenhet,Bostadsrätt,2.0,51.0,,0,,0,1939.0,4000,2474,1,59.3387049,18.0623443
,Adolf Fredriks Kyrkogata 3,6250000,11137,Stockholms kommun,56152,Lägenhet,Bostadsrätt,2.0,53.0,,0,,2,2015.0,4800,3087,1,59.33774999999999,18.062623
,"Luntmakargatan 36, 5tr",3580000,11137,Stockholms kommun,56152,Lägenhet,Bostadsrätt,1.0,33.0,,0,,1,1939.0,3500,2873,1,59.3387049,18.0623443
,Olof Palmes gata 16,5150000,11137,Stockholms kommun,56152,Lägenhet,Bostadsrätt,2.0,43.0,,0,,6,1986.0,6400,2534,1,59.33611980000001,18.0603645
,"Olof Palmes Gata 12, 5 tr",4410000,11137,Stockholms kommun,56152,Lägenhet,Bostadsrätt,1.5,39.0,,0,,1,1938.0,8200,1877,1,59.3362911,18.061404
,"Olof palmes gata 12, 3tr",4350000,11137,Stockholms kommun,56152,Lägenhet,Bostadsrätt,2.0,39.0,,0,,4,1938.0,4500,1877,1,59.3362911,18.061404
,"David Bagares gata 20A, 3tr",7900000,11138,Stockholms kommun,46145,Lägenhet,Bostadsrätt,2.5,82.0,,0,,3,1929.0,3000,4010,1,59.3372838,18.0667776
,David Bagares gata 12B,7000000,11138,Stockholms kommun,46145,Lägenhet,Bostadsrätt,2.0,60.5,,0,,1,1928.0,3000,3193,1,59.33754070000001,18.0681523
,David Bagares gata 12B,7000000,11138,Stockholms kommun,46145,Lägenhet,Bostadsrätt,2.0,60.5,,0,,2,1928.0,3000,3193,1,59.33754070000001,18.0681523
,"David Bagares gata 14, 2 tr",6350000,11138,Stockholms kommun,46145,Lägenhet,Bostadsrätt,2.0,63.0,,0,,2,1928.0,3000,1768,1,59.3372922,18.0678695
,"David Bagares gata 12A, 2tr",8000000,11138,Stockholms kommun,46145,Lägenhet,Bostadsrätt,2.5,69.0,,0,,2,1928.0,13692,3612,1,59.3373845,18.0682081
,Johannesgatan 10,5500000,11138,Stockholms kommun,46145,Lägenhet,Bostadsrätt,2.0,50.0,,0,,1,1938.0,4800,4331,1,59.3379026,18.0661026
,Malmskillnadsgatan 60,6350000,11138,Stockholms kommun,46145,Lägenhet,Bostadsrätt,2.0,54.5,,0,,1,1889.0,8000,3360,1,59.3372264,18.0651524
,David Bagares gata 26C,4600000,11138,Stockholms kommun,46145,Lägenhet,Bostadsrätt,1.5,39.0,,0,,4,1882.0,5420,1679,1,59.3373999,18.0655167
,Johannesgatan 4,5800000,11138,Stockholms kommun,46145,Lägenhet,Bostadsrätt,2.0,56.0,,0,,0,1856.0,5700,2620,0,59.33755240000001,18.0662496
,David Bagares gata 7,5880000,11138,Stockholms kommun,46145,Lägenhet,Bostadsrätt,3.0,65.0,17 m²,0,,1,1982.0,3500,2675,1,59.3372602,18.0691659
,David Bagares gata 12b,5700000,11138,Stockholms kommun,46145,Lägenhet,Bostadsrätt,2.0,43.0,,0,,3,1928.0,11400,2346,1,59.33754070000001,18.0681523
,Regeringsgatan 70E,6250000,11139,Stockholms kommun,60437,Lägenhet,Bostadsrätt,2.0,65.0,,0,,2,,5400,2675,1,59.33675599999999,18.067673
,Regeringsgatan 87,8250000,11139,Stockholms kommun,60437,Lägenhet,Bostadsrätt,2.5,72.0,,0,,1,1929.0,4908,2120,1,59.33768309999999,18.0671411
,"Regeringsgatan 70E, 6 tr",6995000,11139,Stockholms kommun,60437,Lägenhet,Bostadsrätt,2.0,66.0,,0,,6,1982.0,4500,2710,1,59.33675599999999,18.067673
,Regeringsgatan 70C,5630000,11139,Stockholms kommun,60437,Lägenhet,Bostadsrätt,1.5,46.0,,0,,3,1982.0,3000,1998,1,59.33683199999999,18.0686438
,"Regeringsgatan 78, 2 tr",8225000,11139,Stockholms kommun,60437,Lägenhet,Bostadsrätt,3.0,73.0,,0,,2,1928.0,15396,1900,1,59.3375435,18.0674531
,"Drottninghusgränd 5, 3tr",6650000,11139,Stockholms kommun,60437,Lägenhet,Bostadsrätt,2.0,58.0,,0,,3,1936.0,9000,3599,1,59.33815249999999,18.066416
,Jutas Backe 5,6250000,11139,Stockholms kommun,60437,Lägenhet,Bostadsrätt,3.0,59.0,,0,,1,1883.0,3000,3454,1,59.3387841,18.06675
,Drottninghusgränd 2,11000000,11139,Stockholms kommun,60437,Lägenhet,Bostadsrätt,3.0,85.0,,0,,3,,3000,4044,1,59.33830469999999,18.0668875
,"Drottninghusgränd 2, 3 tr",5000000,11139,Stockholms kommun,60437,Lägenhet,Bostadsrätt,2.0,38.0,,0,,2,1884.0,3000,1978,1,59.33830469999999,18.0668875
,"Regeringsgatan 70F, 5 tr",7400000,11139,Stockholms kommun,60437,Lägenhet,Bostadsrätt,3.0,79.0,,0,,5,1982.0,3000,3174,1,59.3371307,18.0685678
,Regeringsgatan 70B,6100000,11139,Stockholms kommun,60437,Lägenhet,Bostadsrätt,2.0,70.0,,0,,3,1982.0,5535,2853,1,59.3368152,18.0683119
,"Drottninghusgränd 2, 3 tr",5000000,11139,Stockholms kommun,60437,Lägenhet,Bostadsrätt,2.0,38.0,,0,,3,1884.0,3000,1978,1,59.33830469999999,18.0668875
,Regeringsgatan 87,8650000,11139,Stockholms kommun,60437,Lägenhet,Bostadsrätt,2.0,73.0,,0,,4,1929.0,3000,2261,1,59.33768309999999,18.0671411
,Regeringsgatan 70 A,7175000,11139,Stockholms kommun,60437,Lägenhet,Bostadsrätt,3.0,74.0,,0,,1,1982.0,4200,2996,1,59.336773,18.0677396
,"Drottninghusgränd 2, 2 tr",15000000,11139,Stockholms kommun,60437,Lägenhet,Bostadsrätt,4.0,126.9,,0,,2,1884.0,3000,5772,1,59.33830469999999,18.0668875
,"Regeringsgatan 70C, 2 tr",7300000,11139,Stockholms kommun,60437,Lägenhet,Bostadsrätt,3.0,84.0,,0,,2,1982.0,3000,3352,1,59.33683199999999,18.0686438
,Drottninghusgränd 7,4150000,11139,Stockholms kommun,60437,Lägenhet,Bostadsrätt,2.0,42.0,,0,,2,1936.0,4800,2704,1,59.3381657,18.0663006
,Regeringsgatan 97,5500000,11139,Stockholms kommun,60437,Lägenhet,Bostadsrätt,2.0,57.0,,0,,0,,3600,4045,1,59.33878430000001,18.0669804
,Tegnérgatan 11A,4300000,11140,Stockholms kommun,67919,Lägenhet,Bostadsrätt,1.5,38.0,,1,,0,1892.0,8000,1847,0,59.340245,18.0634913
,"Kammakargatan 14, 1,5 tr",7380000,11140,Stockholms kommun,67919,Lägenhet,Bostadsrätt,2.0,70.0,,0,,1,1931.0,9600,2373,1,59.339482,18.0632287
,"Tegnérgatan 7A, 2tr",6100000,11140,Stockholms kommun,67919,Lägenhet,Bostadsrätt,2.0,45.0,,0,,4,1891.0,3000,1529,1,59.3402737,18.0640289
,Tegnérgatan 19,6825000,11140,Stockholms kommun,67919,Lägenhet,Bostadsrätt,2.0,61.0,,0,,-2,1934.0,3000,3426,1,59.3398798,18.0617608
,Döbelnsgatan 4,7750000,11140,Stockholms kommun,67919,Lägenhet,Bostadsrätt,3.0,85.0,,1,,1,1959.0,7320,4965,1,59.3396405,18.0630624
,"Tegnérgatan 5 A, 3 tr",4200000,11140,Stockholms kommun,67919,Lägenhet,Bostadsrätt,2.0,34.0,,0,,5,1893.0,3000,1978,1,59.3403355,18.0644727
,"Tegnérgatan 19, 2 tr",2920000,11140,Stockholms kommun,67919,Lägenhet,Bostadsrätt,1.0,22.0,,0,,1,1936.0,3000,1243,1,59.3398798,18.0617608
,"Kammakargatan 18, 4 tr",3525000,11140,Stockholms kommun,67919,Lägenhet,Bostadsrätt,1.0,28.0,,0,,2,1939.0,4800,2515,1,59.3392826,18.0623133
,"Döbelnsgatan 4B, 5 tr",7400000,11140,Stockholms kommun,67919,Lägenhet,Bostadsrätt,3.0,76.0,,0,,5,1959.0,9400,4439,1,59.33963989999999,18.0629201
,"Tegnérgatan 19, 5tr",7250000,11140,Stockholms kommun,67919,Lägenhet,Bostadsrätt,2.0,61.0,,0,,5,1934.0,3000,3522,1,59.3398798,18.0617608
,"Döbelnsgatan 1, 2tr",8600000,11140,Stockholms kommun,67919,Lägenhet,Bostadsrätt,3.0,79.0,,0,,2,1928.0,13932,3455,1,59.338047,18.0637692
,"Kammakargatan 14, 1 tr",7225000,11140,Stockholms kommun,67919,Lägenhet,Bostadsrätt,3.0,70.0,,0,,1,1931.0,600,2435,1,59.339482,18.0632287
,Tegnérgatan 5A,4165000,11140,Stockholms kommun,67919,Lägenhet,Bostadsrätt,2.0,41.0,,1,,1,1893.0,3000,2279,1,59.3403355,18.0644727
,Döbelnsgatan 4B,6100000,11140,Stockholms kommun,67919,Lägenhet,Bostadsrätt,4.0,63.0,,0,,2,1959.0,4800,3980,1,59.33963989999999,18.0629201
,"Tegnérgatan 5A, 1 tr, ög",6100000,11140,Stockholms kommun,67919,Lägenhet,Bostadsrätt,2.0,53.0,,0,,3,,4800,2751,1,59.3403355,18.0644727
,"Kammakargatan 11, 2 tr",5800000,11140,Stockholms kommun,67919,Lägenhet,Bostadsrätt,2.0,63.0,,0,,2,1931.0,3000,4138,1,59.33884399999999,18.0611994
,Lästmakargatan 18,5550000,11144,Stockholms kommun,50574,Lägenhet,Bostadsrätt,2.0,58.0,,0,,2,2011.0,3732,3267,1,59.3355794,18.069558
,Herkulesgatan 24,8625000,11152,Stockholms kommun,52655,Lägenhet,Bostadsrätt,4.0,96.0,,0,,6,2003.0,6500,5418,1,59.3300291,18.0636894
,"Klara tvärgränd 3, 10 tr",6400000,11152,Stockholms kommun,52655,Lägenhet,Bostadsrätt,2.0,68.0,,1,,1,2003.0,6600,4128,1,59.3302846,18.0641505
,"Vattugatan 15, vån 10",4600000,11152,Stockholms kommun,52655,Lägenhet,Bostadsrätt,2.0,47.5,,0,,2,2003.0,7000,3182,1,59.33025970000001,18.0630364
,Kammakargatan 46,3250000,11160,Stockholms kommun,46058,Lägenhet,Bostadsrätt,1.0,26.0,,0,,1,,3000,1761,1,59.3377315,18.05625
,"Kammakargatan 33A, 3tr",7300000,11160,Stockholms kommun,46058,Lägenhet,Bostadsrätt,2.0,67.0,,0,,4,1907.0,6800,4086,1,59.33697410000001,18.055063
,"Kammakargatan 33 A, 1 tr,  Över Gård",6075000,11160,Stockholms kommun,46058,Lägenhet,Bostadsrätt,2.0,66.0,,0,,2,1906.0,3000,4086,1,59.33697410000001,18.055063
,Kammakargatan 19,3622000,11160,Stockholms kommun,46058,Lägenhet,Bostadsrätt,2.0,36.0,,0,,3,1937.0,3000,3546,1,59.3376282,18.0568272
,"Kammakargatan 50, 3tr",7500000,11160,Stockholms kommun,46058,Lägenhet,Bostadsrätt,3.0,65.0,,0,,3,1882.0,3240,5714,1,59.33751209999999,18.0554745
,Kammakargatan 21,3070000,11160,Stockholms kommun,46058,Lägenhet,Bostadsrätt,1.0,26.0,,0,,1,1942.0,4800,1853,1,59.3375856,18.0566252
,Kammakargatan 19,4125000,11160,Stockholms kommun,46058,Lägenhet,Bostadsrätt,2.0,38.0,,0,,6,1937.0,8436,3169,1,59.3376282,18.0568272
,Kammakargatan 44,3825000,11160,Stockholms kommun,46058,Lägenhet,Bostadsrätt,2.0,50.0,,0,,1,,4810,2051,1,59.3377539,18.056618
,Kammakargatan 19,4325000,11160,Stockholms kommun,46058,Lägenhet,Bostadsrätt,2.0,36.0,,0,,2,1937.0,4800,3215,1,59.3376282,18.0568272
,"Kammakargatan 21, 3 tr",6250000,11160,Stockholms kommun,46058,Lägenhet,Bostadsrätt,3.0,60.0,,0,,3,1942.0,5400,3705,1,59.3375856,18.0566252
,"Wallingatan 11, 3 tr",4300000,11160,Stockholms kommun,46058,Lägenhet,Bostadsrätt,1.0,35.0,,0,,9,1889.0,3000,3350,1,59.33688399999999,18.0571245
,Kammakargatan 21,4350000,11160,Stockholms kommun,46058,Lägenhet,Bostadsrätt,2.0,43.0,,0,,-1,1944.0,5500,2528,1,59.3375856,18.0566252
,Kammakargatan 21,3070000,11160,Stockholms kommun,46058,Lägenhet,Bostadsrätt,1.0,26.0,,0,,4,1942.0,4800,1853,1,59.3375856,18.0566252
,"Tegnérgatan 55 C, 4tr",3000000,11161,Stockholms kommun,53116,Lägenhet,Bostadsrätt,1.0,24.0,,0,,2,1928.0,3800,2092,1,59.3369569,18.0513267
,"Tegnérgatan 55B, 3 tr",5000000,11161,Stockholms kommun,53116,Lägenhet,Bostadsrätt,2.0,42.0,,0,,3,1928.0,7800,3186,1,59.3370895,18.0510876
,"Tegnérgatan 57, 2 tr",3300000,11161,Stockholms kommun,53116,Lägenhet,Bostadsrätt,1.0,26.0,,0,,2,1929.0,4800,1801,1,59.3370054,18.0505824
,Tegnérgatan 55D,5350000,11161,Stockholms kommun,53116,Lägenhet,Bostadsrätt,2.0,43.0,,0,,2,1927.0,8040,3406,1,59.33684900000001,18.051425
,"Tegnérgatan 55 C, 4tr",3000000,11161,Stockholms kommun,53116,Lägenhet,Bostadsrätt,1.0,24.0,,0,,1,1928.0,3800,2092,1,59.3369569,18.0513267
,"Tegnérgatan 55D, 3tr",5100000,11161,Stockholms kommun,53116,Lägenhet,Bostadsrätt,2.0,42.0,,0,,3,1929.0,6000,3406,1,59.33684900000001,18.051425
,"Tegnérgatan 55B, 5 tr",4950000,11161,Stockholms kommun,53116,Lägenhet,Bostadsrätt,2.0,42.0,,0,,3,1929.0,6000,3312,1,59.3370895,18.0510876
,Tegnérgatan 55b,4800000,11161,Stockholms kommun,53116,Lägenhet,Bostadsrätt,2.0,41.0,,0,,2,1928.0,3000,3186,1,59.3370895,18.0510876
,"Tegnérgatan 55B, 3 tr",5000000,11161,Stockholms kommun,53116,Lägenhet,Bostadsrätt,2.0,42.0,,0,,6,1928.0,7800,3186,1,59.3370895,18.0510876
,"Tegnérgatan 57, 2 tr",3300000,11161,Stockholms kommun,53116,Lägenhet,Bostadsrätt,1.0,26.0,,0,,1,1929.0,4800,1801,1,59.3370054,18.0505824
,"Tegnérgatan 55C, 5 tr.",4050000,11161,Stockholms kommun,53116,Lägenhet,Bostadsrätt,1.0,30.0,,0,,3,1929.0,3900,2063,1,59.3369569,18.0513267
,Tegnérgatan 55A,7025000,11161,Stockholms kommun,53116,Lägenhet,Bostadsrätt,2.0,55.0,,0,,5,1929.0,5500,4135,1,59.3371503,18.0513549
,"Tegnérgatan 55D, 5 & 6 tr",7225000,11161,Stockholms kommun,53116,Lägenhet,Bostadsrätt,2.0,41.0,,1,,5,1928.0,7883,3461,1,59.33684900000001,18.051425
,"Tegnérgatan 55A, 1tr",6300000,11161,Stockholms kommun,53116,Lägenhet,Bostadsrätt,2.0,55.0,,0,,1,1928.0,3000,4056,1,59.3371503,18.0513549
,"Tegnérgatan 55A, 5 tr",4400000,11161,Stockholms kommun,53116,Lägenhet,Bostadsrätt,2.0,36.0,,0,,2,1928.0,3000,2854,1,59.3371503,18.0513549
,Blekholmsterrassen 7,6000000,11164,Stockholms kommun,60172,Lägenhet,Bostadsrätt,3.0,74.0,,0,,5,1994.0,5600,5878,1,59.3309667,18.0522931
,Blekholmsterrassen 7,4500000,11164,Stockholms kommun,60172,Lägenhet,Bostadsrätt,2.0,59.0,,1,,1,1994.0,7200,5261,1,59.3309667,18.0522931
,Blekholmsterrassen 9,3650000,11164,Stockholms kommun,60172,Lägenhet,Bostadsrätt,2.0,44.0,,0,,1,1994.0,6400,3735,1,59.3312803,18.0519831
,Blekholmsterrassen 7,6350000,11164,Stockholms kommun,60172,Lägenhet,Bostadsrätt,3.0,73.0,,0,,3,1994.0,6600,5430,1,59.3309667,18.0522931
,Blekholmsterrassen 7,4500000,11164,Stockholms kommun,60172,Lägenhet,Bostadsrätt,2.0,59.0,,1,,3,1994.0,7200,5261,1,59.3309667,18.0522931
,"Blekholmsterrassen 7, 2tr",6980000,11164,Stockholms kommun,60172,Lägenhet,Bostadsrätt,3.0,73.0,,0,,1,1994.0,3000,5702,1,59.3309667,18.0522931
,Blekholmsterrassen 7,6000000,11164,Stockholms kommun,60172,Lägenhet,Bostadsrätt,3.0,74.0,,0,,2,1994.0,5600,5878,1,59.3309667,18.0522931
,"Blekholmsterrassen 5, vån 3",3525000,11164,Stockholms kommun,60172,Lägenhet,Bostadsrätt,1.5,44.0,,0,,2,1994.0,7200,3735,1,59.33064210000001,18.0525209
,Blekholmsterrassen 5,3800000,11164,Stockholms kommun,60172,Lägenhet,Bostadsrätt,2.0,44.0,,0,,2,1994.0,7200,3735,1,59.33064210000001,18.0525209
,Blekholmsterrassen 3,3950000,11164,Stockholms kommun,60172,Lägenhet,Bostadsrätt,2.0,44.0,,0,,0,1994.0,7200,3922,1,59.33033659999999,18.0526894
,Garvar Lundins gränd 2,3560000,11220,Stockholms kommun,73351,Lägenhet,Bostadsrätt,1.5,30.0,,0,,2,1929.0,3000,1378,1,59.32700010000001,18.0436305
,Kungsholms Hamnplan 5,3075000,11220,Stockholms kommun,73351,Lägenhet,Bostadsrätt,1.0,23.0,,0,,3,1913.0,6000,1063,1,59.32756819999999,18.0459975
,Kungsholms Hamnplan 5,6900000,11220,Stockholms kommun,73351,Lägenhet,Bostadsrätt,2.0,56.0,,0,,1,1913.0,9500,2405,1,59.32756819999999,18.0459975
,"Garvar Lundins gränd 6, vån 2",3350000,11220,Stockholms kommun,73351,Lägenhet,Bostadsrätt,1.0,30.0,,0,,3,1927.0,3000,1136,1,59.3273431,18.0438815
,"Norr Mälarstrand 58/John Ericssonsgatan 1,4tr",6950000,11220,Stockholms kommun,73351,Lägenhet,Bostadsrätt,2.0,60.0,,0,,1,1931.0,3000,3162,1,59.3277244,18.0363057
,"Kungsholms Hamnplan 5, Vån 2",6750000,11220,Stockholms kommun,73351,Lägenhet,Bostadsrätt,2.0,60.0,,0,,1,1913.0,13360,2616,1,59.32756819999999,18.0459975
,Hantverkargatan 7,5795000,11220,Stockholms kommun,73351,Lägenhet,Bostadsrätt,2.0,54.0,,0,,0,1928.0,5800,2641,1,59.3281369,18.0490528
,Garvar Lundins Gränd 8,6875000,11220,Stockholms kommun,73351,Lägenhet,Bostadsrätt,2.0,60.5,,0,,4,1929.0,3000,2272,1,59.3275012,18.0439479
,Garvar Lundins Gränd 8,4010000,11220,Stockholms kommun,73351,Lägenhet,Bostadsrätt,1.0,40.0,,0,,2,1927.0,3000,1507,1,59.3275012,18.0439479
,Jakob Westinsgatan 6,6750000,11220,Stockholms kommun,73351,Lägenhet,Bostadsrätt,2.5,71.0,,0,,1,1925.0,12000,2309,1,59.3274549,18.0451256
,Garvar Lundins gränd 6,7825000,11220,Stockholms kommun,73351,Lägenhet,Bostadsrätt,2.0,66.5,,0,,3,1927.0,8600,2504,1,59.3273431,18.0438815
,Kungsholms Hamnplan 5,3075000,11220,Stockholms kommun,73351,Lägenhet,Bostadsrätt,1.0,23.0,,0,,2,1913.0,6000,1063,1,59.32756819999999,18.0459975
,Garvar Lundins gränd 7,5550000,11220,Stockholms kommun,73351,Lägenhet,Bostadsrätt,2.0,47.0,,0,,6,1927.0,4400,1762,1,59.32757420000001,18.043568
,"Garvar Lundins Gränd 8, 4 tr",7000000,11220,Stockholms kommun,73351,Lägenhet,Bostadsrätt,2.0,60.5,,0,,4,1929.0,3000,2272,1,59.3275012,18.0439479
,"Garvar Lundins Gränd 8, 4 tr",7000000,11220,Stockholms kommun,73351,Lägenhet,Bostadsrätt,2.0,60.5,,0,,5,1929.0,3000,2272,1,59.3275012,18.0439479
,"Norr Mälarstrand 56, 4tr",6570000,11220,Stockholms kommun,73351,Lägenhet,Bostadsrätt,2.5,66.0,,0,,4,1931.0,3600,2730,1,59.327578,18.0369375
,Norr Mälarstrand 52,8250000,11220,Stockholms kommun,73351,Lägenhet,Bostadsrätt,4.0,83.0,,0,,1,1931.0,3000,4417,1,59.3274105,18.0380432
,"Garvar Lundins gränd 6, vån 2",3350000,11220,Stockholms kommun,73351,Lägenhet,Bostadsrätt,1.0,30.0,,0,,4,1927.0,3000,1136,1,59.3273431,18.0438815
,Kungsholms hamnplan 2A,3000000,11220,Stockholms kommun,73351,Lägenhet,Bostadsrätt,1.0,30.0,,0,,2,1929.0,5208,1577,1,59.32715749999999,18.0463858
,Norr Mälarstrand 52,3575000,11220,Stockholms kommun,73351,Lägenhet,Bostadsrätt,1.0,33.0,,0,,3,1931.0,2760,2407,1,59.3274105,18.0380432
,Garvar Lundins gränd 2,3630000,11220,Stockholms kommun,73351,Lägenhet,Bostadsrätt,1.0,30.0,,0,,3,,3000,1378,1,59.32700010000001,18.0436305
,"Hantverkargatan 28A, Gårdshus",3100000,11221,Stockholms kommun,70404,Lägenhet,Bostadsrätt,1.0,22.0,,0,,1,1883.0,3000,1032,1,59.329395,18.0426417
,"Garvargatan 20, 4 tr",4800000,11221,Stockholms kommun,70404,Lägenhet,Bostadsrätt,2.0,41.0,,0,,4,1931.0,3000,2666,1,59.3285791,18.0418878
,Hantverkargatan 18,5000000,11221,Stockholms kommun,70404,Lägenhet,Bostadsrätt,2.0,43.0,,0,,5,1913.0,3000,916,1,59.3289841,18.0444081
,Hantverkargatan 30A,6700000,11221,Stockholms kommun,70404,Lägenhet,Bostadsrätt,2.0,51.0,,0,,2,1884.0,3000,0,1,59.3294425,18.0422936
,Garvargatan 23,7600000,11221,Stockholms kommun,70404,Lägenhet,Bostadsrätt,3.0,79.0,,0,,1,,3000,3087,1,59.3284331,18.0416627
,Garvargatan 23,7000000,11221,Stockholms kommun,70404,Lägenhet,Bostadsrätt,2.0,55.0,,0,,3,,3000,2303,1,59.3284331,18.0416627
,Hantverkargatan 46,4060000,11221,Stockholms kommun,70404,Lägenhet,Bostadsrätt,2.0,37.0,,0,,2,1885.0,6128,2775,1,59.32980139999999,18.0381656
,Kungsholmstorg 2,7500000,11221,Stockholms kommun,70404,Lägenhet,Bostadsrätt,2.0,67.0,,0,,2,1903.0,5400,2477,1,59.3270579,18.0425048
,Garvargatan 23,7000000,11221,Stockholms kommun,70404,Lägenhet,Bostadsrätt,2.0,55.0,,0,,1,,3000,2303,1,59.3284331,18.0416627
,"Garvargatan 19, 2 tr",7700000,11221,Stockholms kommun,70404,Lägenhet,Bostadsrätt,3.0,78.0,,0,,2,1985.0,3000,3040,1,59.3281103,18.0413679
,Garvargatan 21,9000000,11221,Stockholms kommun,70404,Lägenhet,Bostadsrätt,3.0,79.0,,0,,1,1984.0,3000,3040,1,59.3281548,18.041394
,"Hantverkargatan 28A, Gårdshus",3100000,11221,Stockholms kommun,70404,Lägenhet,Bostadsrätt,1.0,22.0,,0,,2,1883.0,3000,1032,1,59.329395,18.0426417
,"Garvargatan 20, vån 4",4600000,11221,Stockholms kommun,70404,Lägenhet,Bostadsrätt,2.0,42.0,,0,,1,1932.0,7800,2630,1,59.3285791,18.0418878
,Hantverkargatan 46 vind 5 tr,7665000,11221,Stockholms kommun,70404,Lägenhet,Bostadsrätt,3.0,61.0,7 m²,0,,5,1884.0,6840,3745,1,59.32980139999999,18.0381656
,"Garvar Lundins Gränd 9, 2 tr",4650000,11221,Stockholms kommun,70404,Lägenhet,Bostadsrätt,2.0,46.0,,0,,4,1928.0,3000,2897,1,59.327752,18.0434095
,"Garvargatan 7, 1 tr",7150000,11221,Stockholms kommun,70404,Lägenhet,Bostadsrätt,3.0,75.0,,0,,1,1928.0,8000,3256,1,59.32797449999999,18.044676
,"Hantverkargatan 28, 5 tr vind",4025000,11221,Stockholms kommun,70404,Lägenhet,Bostadsrätt,1.0,29.0,4 m²,0,,3,1883.0,3000,1353,1,59.3292211,18.0425462
,"Hantverkargatan 28, 5tr vind",5000000,11221,Stockholms kommun,70404,Lägenhet,Bostadsrätt,2.0,37.0,4 m²,0,,1,1883.0,3000,1691,1,59.3292211,18.0425462
,Hantverkargatan 44A,5100000,11221,Stockholms kommun,70404,Lägenhet,Bostadsrätt,2.0,54.0,,0,,3,1886.0,828,3267,1,59.32991389999999,18.0385897
,Hantverkargatan 18,5000000,11221,Stockholms kommun,70404,Lägenhet,Bostadsrätt,2.0,43.0,,0,,1,1913.0,3000,916,1,59.3289841,18.0444081
,"Hantverkargatan 30, 4tr",7250000,11221,Stockholms kommun,70404,Lägenhet,Bostadsrätt,3.0,63.0,,0,,4,1885.0,9000,0,1,59.32921409999999,18.0422314
,"Hantverkargatan 28, 5tr vind",5000000,11221,Stockholms kommun,70404,Lägenhet,Bostadsrätt,2.0,37.0,4 m²,0,,3,1883.0,3000,1691,1,59.3292211,18.0425462
,"Hantverkargatan 35, 2 tr",8250000,11221,Stockholms kommun,70404,Lägenhet,Bostadsrätt,3.0,76.0,,0,,2,1882.0,3000,4306,1,59.3290071,18.042159
,"Garvargatan 15, 5tr",9000000,11221,Stockholms kommun,70404,Lägenhet,Bostadsrätt,3.0,92.0,,0,,5,1985.0,3000,3483,0,59.32830779999999,18.0420514
,Pontonjärgatan 8,3575000,11222,Stockholms kommun,41736,Lägenhet,Bostadsrätt,1.0,41.0,,0,,1,,3000,1531,1,59.3286718,18.0368832
,John Ericssonsgatan 18,4275000,11222,Stockholms kommun,41736,Lägenhet,Bostadsrätt,1.5,45.0,,0,,5,1935.0,3000,1899,1,59.32949529999999,18.0382068
,"John Ericssonsgatan 7, 4tr",4430000,11222,Stockholms kommun,41736,Lägenhet,Bostadsrätt,2.0,40.0,,0,,1,1934.0,6000,2609,1,59.32839250000001,18.0368411
,John Ericssonsgatan 6,3775000,11222,Stockholms kommun,41736,Lägenhet,Bostadsrätt,1.0,27.0,,0,,3,1935.0,3000,1965,1,59.3281138,18.0371923
,John Ericssonsgatan 14,3500000,11222,Stockholms kommun,41736,Lägenhet,Bostadsrätt,1.0,30.0,,0,,2,1934.0,7000,1248,1,59.32908390000001,18.0380787
,John Ericssonsgatan 15,8395000,11222,Stockholms kommun,41736,Lägenhet,Bostadsrätt,3.0,83.0,,0,,1,1938.0,8244,3091,1,59.3294779,18.0377677
,John Ericssonsgatan 11A,3970000,11222,Stockholms kommun,41736,Lägenhet,Bostadsrätt,2.0,35.0,,0,,1,1935.0,3000,2384,1,59.3289937,18.0371415
