,titel,slutpris,postnummer,ort,medelinkomst_månad,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Biarea,Uteplats,Tomtarea,Våning,Byggår,Driftkostnad,Avgift,Finns_hiss,Slutpris_delat,inkomst_delat
7070,Kanngjutargränd 28,2100000,16257,Stockholms kommun,21992,Lägenhet,Bostadsrätt,3.0,70.0,,0,,4,2006.0,3000,5383,1,21.0,2.1992
7071,Gulddragargränd 50 vån 8,2310000,16258,Stockholms kommun,18985,Lägenhet,Bostadsrätt,3.0,69.0,,0,,8,2007.0,3000,6967,1,23.1,1.8985
7072,"Gulddragargränd 50, 4 tr",1495000,16258,Stockholms kommun,18985,Lägenhet,Bostadsrätt,2.0,49.0,,0,,4,2007.0,8000,4948,1,14.95,1.8985
7073,"Gulddragargränd 50, vån 3",1400000,16258,Stockholms kommun,18985,Lägenhet,Bostadsrätt,2.0,49.0,,0,,1,2007.0,3000,5687,1,14.0,1.8985
7074,Gulddragargränd 52 vån 7,2100000,16258,Stockholms kommun,18985,Lägenhet,Bostadsrätt,3.0,69.0,,0,,7,2007.0,3000,6967,1,21.0,1.8985
7075,Gulddragargränd 50 (Vån 6),1995000,16258,Stockholms kommun,18985,Lägenhet,Bostadsrätt,3.0,69.0,,0,,6,2007.0,4600,8008,1,19.95,1.8985
7076,Jämtlandsgatan 90,1115000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,1.0,24.0,,0,,3,1952.0,1800,1970,1,11.15,2.3936
7077,"Östersundsgatan 6, Bottenvåning (31013/1003)",1800000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,1.0,42.0,,1,,1,2017.0,3600,2434,1,18.0,2.3936
7078,"Jämtlandsgatan 74, Vån 1 (0021/1001)",1750000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,2.0,56.0,,0,,1,1952.0,4500,3828,1,17.5,2.3936
7079,Östersundsgatan 6,2040000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,1.0,38.0,,0,,3,2017.0,3600,2644,1,20.4,2.3936
7080,Jämtlandsgatan 90,2075000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,2.0,59.0,,0,,2,1952.0,5500,4742,1,20.75,2.3936
7081,Östersundsgatan 8,2075000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,2.0,46.0,,0,,1,2017.0,3600,3202,1,20.75,2.3936
7082,Jämtlandsgatan 150 (Våning 8),2250000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,2.0,60.0,,0,,8,1953.0,3600,3931,1,22.5,2.3936
7083,Jämtlandsgatan 150,2345000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,3.0,78.0,,0,,3,1955.0,3000,4960,1,23.45,2.3936
7084,Jämtlandsgatan 84,2100000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,3.0,70.0,,0,,3,1952.0,3000,5742,1,21.0,2.3936
7085,Jämtlandsgatan 88,2500000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,4.0,90.0,,0,,2,1952.0,1992,7382,1,25.0,2.3936
7086,Jämtlandsgatan 92,1750000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,2.0,56.0,,0,,1,1952.0,5400,4594,1,17.5,2.3936
7087,Jämtlandsgatan 114,1300000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,1.0,24.0,,0,,1,1952.0,5585,1970,1,13.0,2.3936
7088,Jämtlandsgatan 154 (Våning 4),2150000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,2.0,51.0,,0,,4,1953.0,2600,4197,1,21.5,2.3936
7089,Jämtlandsgatan 150 vån 5,1730000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,2.0,33.0,,0,,5,1956.0,3000,2388,1,17.3,2.3936
7090,"Jämtlandsgatan 100, 2,5 tr",2000000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,2.0,58.0,,0,,3,1952.0,6000,4757,1,20.0,2.3936
7091,Jämtlandsgatan 154,1730000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,1.0,33.0,,1,,1,1953.0,5808,2716,1,17.3,2.3936
7092,Jämtlandsgatan 107,1900000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,1.0,36.0,,0,,6,2019.0,3600,2086,1,19.0,2.3936
7093,Jämtlandsgatan 86,1300000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,1.0,24.0,,0,,1,1952.0,5400,1885,1,13.0,2.3936
7094,Jämtlandsgatan 92,1750000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,2.0,56.0,,0,,2,1952.0,4872,4774,1,17.5,2.3936
7095,Jämtlandsgatan 154,2160000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,3.0,78.0,,0,,8,1953.0,8500,6418,1,21.6,2.3936
7096,Jämtlandsgatan 99,2100000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,1.0,36.0,,0,,2,2017.0,4800,2503,1,21.0,2.3936
7097,Jämtlandsgatan 99,1920000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,1.0,36.0,,0,,4,2018.0,3600,2503,1,19.2,2.3936
7098,Jämtlandsgatan 150,2245000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,2.0,60.0,,0,,8,1952.0,4500,3931,1,22.45,2.3936
7099,Jämtlandsgatan 110,2260000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,2.0,58.0,,0,,2,1952.0,4800,4114,1,22.6,2.3936
7100,Jämtlandsgatan 92,1750000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,2.0,56.0,,0,,2,1952.0,4872,4774,1,17.5,2.3936
7101,Jämtlandsgatan 92,1750000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,2.0,56.0,,0,,1,1952.0,5400,4594,1,17.5,2.3936
7102,Jämtlandsgatan 107,2740000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,2.0,66.0,,0,,4,2019.0,4500,4598,1,27.4,2.3936
7103,Jämtlandsgatan 99,2900000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,3.0,65.0,,0,,5,2018.0,4500,4529,1,29.0,2.3936
7104,Jämtlandsgatan 150 (Våning 4),2250000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,2.0,60.0,,0,,4,1953.0,1100,3931,1,22.5,2.3936
7105,Jämtlandsgatan 107,2900000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,3.0,65.0,,0,,9,2019.0,4500,4529,1,29.0,2.3936
7106,Jämtlandsgatan 150 (Våning 8),2250000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,2.0,60.0,,0,,8,1953.0,3600,3931,1,22.5,2.3936
7107,"Jämtlandsgatan 154, 8 tr",1835000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,2.0,33.0,,0,,8,1953.0,6000,2715,1,18.35,2.3936
7108,Östersundsgatan 6,1950000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,1.0,38.0,,0,,2,2017.0,3600,2643,1,19.5,2.3936
7109,Östersundsgatan 6,2020000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,1.0,42.0,,0,,4,2017.0,3600,2434,1,20.2,2.3936
7110,Jämtlandsgatan 107,2850000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,2.0,66.0,,0,,1,2019.0,4500,4598,1,28.5,2.3936
7111,Jämtlandsgatan 114,2110000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,3.0,80.0,,0,,1,1952.0,1800,5470,1,21.1,2.3936
7112,"Jämtlandsgatan 74, Vån 1 (0021/1001)",1750000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,2.0,56.0,,0,,1,1952.0,4500,3828,1,17.5,2.3936
7113,Jämtlandsgatan 96,1990000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,2.0,59.0,,0,,3,1959.0,3500,4838,1,19.9,2.3936
7114,Jämtlandsgatan 150 (Våning 4),2250000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,2.0,60.0,,0,,4,1953.0,1100,3931,1,22.5,2.3936
7115,Jämtlandsgatan 107,1910000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,1.0,36.0,,0,,9,2019.0,7393,2503,1,19.1,2.3936
7116,Jämtlandsgatan 152 (Våning 2),2250000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,3.0,78.0,,0,,2,1953.0,3600,5650,1,22.5,2.3936
7117,Jämtlandsgatan 107,2800000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,3.0,66.0,,1,,1,2019.0,7809,4598,1,28.0,2.3936
7118,Jämtlandsgatan 152 (Våning 2),2250000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,3.0,78.0,,0,,2,1953.0,3600,5650,1,22.5,2.3936
7119,"Östersundsgatan 4, Vån 1 (22014/1004)",2230000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,2.0,46.0,,1,,1,2017.0,3600,3202,1,22.3,2.3936
7120,Jämtlandsgatan 99,1895000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,1.0,36.0,,0,,7,2018.0,3600,2503,1,18.95,2.3936
7121,Jämtlandsgatan 112,1950000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,2.0,58.0,,0,,1,1952.0,3000,4757,1,19.5,2.3936
7122,Jämtlandsgatan 72,1900000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,2.0,59.0,,0,,2,1952.0,5400,4838,1,19.0,2.3936
7123,"Jämtlandsgatan 100, 2,5 tr",2000000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,2.0,58.0,,0,,3,1952.0,6000,4757,1,20.0,2.3936
7124,Östersundsgatan 6,1925000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,1.0,42.0,,0,,2,2017.0,3600,2921,1,19.25,2.3936
7125,Jämtlandsgatan 99,1945000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,1.0,36.0,,0,,2,2018.0,3600,2503,1,19.45,2.3936
7126,"Jämtlandsgatan 90, Vån 3",2300000,16260,Stockholms kommun,23936,Lägenhet,Bostadsrätt,3.0,56.0,,0,,3,1952.0,3800,4594,1,23.0,2.3936
7127,Vittangigatan 16 (Våning 1),1750000,16261,Stockholms kommun,23544,Lägenhet,Bostadsrätt,1.0,34.0,,0,,1,1956.0,3864,2584,1,17.5,2.3544
7128,Vittangigatan 35 (Vån 1),2000000,16261,Stockholms kommun,23544,Lägenhet,Bostadsrätt,2.0,58.0,,0,,1,1953.0,4400,3817,1,20.0,2.3544
7129,"Vittangigatan 20, Vån 6,5",2175000,16261,Stockholms kommun,23544,Lägenhet,Bostadsrätt,2.0,58.0,,0,,6,1953.0,864,4188,1,21.75,2.3544
7130,Vittangigatan 35 (Vån 1),2000000,16261,Stockholms kommun,23544,Lägenhet,Bostadsrätt,2.0,58.0,,0,,1,1953.0,4400,3817,1,20.0,2.3544
7131,Vittangigatan 16,2300000,16261,Stockholms kommun,23544,Lägenhet,Bostadsrätt,2.0,58.0,,0,,6,1953.0,8966,4189,1,23.0,2.3544
7132,Vittangigatan 20,1490000,16261,Stockholms kommun,23544,Lägenhet,Bostadsrätt,1.0,23.0,,0,,7,1953.0,2864,1937,1,14.9,2.3544
7133,"Vittangigatan 51, 2,5 tr",2500000,16261,Stockholms kommun,23544,Lägenhet,Bostadsrätt,3.0,70.0,,0,,3,1953.0,5700,5678,1,25.0,2.3544
7134,Vittangigatan 7,2200000,16261,Stockholms kommun,23544,Lägenhet,Bostadsrätt,2.0,58.0,,0,,2,1953.0,3000,3817,1,22.0,2.3544
7135,Vittangigatan 11,2500000,16261,Stockholms kommun,23544,Lägenhet,Bostadsrätt,3.0,75.0,,0,,1,1953.0,3600,4788,1,25.0,2.3544
7136,Vittangigatan 5,2180000,16261,Stockholms kommun,23544,Lägenhet,Bostadsrätt,2.0,58.0,,0,,1,,3000,3817,1,21.8,2.3544
7137,Vittangigatan 17,2025000,16261,Stockholms kommun,23544,Lägenhet,Bostadsrätt,2.0,58.0,,0,,3,1953.0,5500,3817,1,20.25,2.3544
7138,"Vittangigatan 10, 3tr",1900000,16261,Stockholms kommun,23544,Lägenhet,Bostadsrätt,1.0,34.0,,0,,3,1953.0,3400,2584,1,19.0,2.3544
7139,Vittangigatan 7 (Vån 3),2175000,16261,Stockholms kommun,23544,Lägenhet,Bostadsrätt,3.0,75.0,,0,,3,1953.0,4800,4788,1,21.75,2.3544
7140,"Vittangigatan 51, 2,5 tr",2500000,16261,Stockholms kommun,23544,Lägenhet,Bostadsrätt,3.0,70.0,,0,,1,1953.0,5700,5678,1,25.0,2.3544
7141,"Vittangigatan 7, vån 3",2030000,16261,Stockholms kommun,23544,Lägenhet,Bostadsrätt,3.0,58.0,,0,,3,1953.0,6000,3817,1,20.3,2.3544
7142,Vittangigatan 11,2500000,16261,Stockholms kommun,23544,Lägenhet,Bostadsrätt,3.0,75.0,,0,,3,1953.0,3600,4788,1,25.0,2.3544
7143,Vittangigatan 1 (Våning 7.5),1905000,16261,Stockholms kommun,23544,Lägenhet,Bostadsrätt,1.5,34.0,,0,,7,1953.0,2200,2543,1,19.05,2.3544
7144,Vittangigatan 23,1850000,16261,Stockholms kommun,23544,Lägenhet,Bostadsrätt,2.0,58.0,,0,,3,,4560,3817,1,18.5,2.3544
7145,Vittangigatan 16,2550000,16261,Stockholms kommun,23544,Lägenhet,Bostadsrätt,2.5,58.0,,0,,8,1956.0,864,3993,1,25.5,2.3544
7146,Vittangigatan 45,2300000,16261,Stockholms kommun,23544,Lägenhet,Bostadsrätt,3.0,69.0,,0,,2,1950.0,3000,5677,1,23.0,2.3544
7147,Vittangigatan 49,2265000,16261,Stockholms kommun,23544,Lägenhet,Bostadsrätt,3.0,69.0,,0,,1,1953.0,4200,5678,1,22.65,2.3544
7148,Vittangigatan 21,1720000,16261,Stockholms kommun,23544,Lägenhet,Bostadsrätt,1.0,32.0,,0,,1,1953.0,3000,2330,1,17.2,2.3544
7149,Vittangigatan 11,1900000,16261,Stockholms kommun,23544,Lägenhet,Bostadsrätt,2.0,58.0,,0,,1,1953.0,4062,3817,1,19.0,2.3544
7150,Vittangigatan 49 (Våning 2),2300000,16261,Stockholms kommun,23544,Lägenhet,Bostadsrätt,3.0,69.0,,0,,2,1953.0,3600,5677,1,23.0,2.3544
7151,"Vittangigatan 1 (Våning 7,5)",2410000,16261,Stockholms kommun,23544,Lägenhet,Bostadsrätt,2.0,58.0,,0,,7,1954.0,4100,3679,1,24.1,2.3544
7152,"Vittangigatan 7, vån 1",2100000,16261,Stockholms kommun,23544,Lägenhet,Bostadsrätt,2.0,58.0,,0,,1,1953.0,5000,3817,1,21.0,2.3544
7153,Vittangigatan 16 (Våning 1),1750000,16261,Stockholms kommun,23544,Lägenhet,Bostadsrätt,1.0,34.0,,0,,1,1956.0,3864,2584,1,17.5,2.3544
7154,Vittangigatan 19 vån 2,2070000,16261,Stockholms kommun,23544,Lägenhet,Bostadsrätt,2.0,58.0,,0,,2,1953.0,6360,3817,1,20.7,2.3544
7155,Skattegårdsvägen 71,3250000,16262,Stockholms kommun,38358,Lägenhet,Bostadsrätt,4.0,89.4,,0,,2,1996.0,4000,6448,1,32.5,3.8358
7156,"Skattegårdsvägen 63, 2 tr",2195000,16262,Stockholms kommun,38358,Lägenhet,Bostadsrätt,2.0,61.8,,0,,2,1996.0,5000,4060,1,21.95,3.8358
7157,"Skattegårdsvägen 69, vån 1",2390000,16262,Stockholms kommun,38358,Lägenhet,Bostadsrätt,3.0,78.5,,0,,1,1996.0,3000,5620,1,23.9,3.8358
7158,Vällingbyvägen 136,2300000,16263,Stockholms kommun,26406,Lägenhet,Bostadsrätt,2.0,60.0,,0,,2,1956.0,4200,3235,1,23.0,2.6406
7159,Vällingbyvägen 138,2000000,16263,Stockholms kommun,26406,Lägenhet,Bostadsrätt,2.0,60.0,,0,,1,1956.0,9600,3010,1,20.0,2.6406
7160,Vällingbyvägen 138,2000000,16263,Stockholms kommun,26406,Lägenhet,Bostadsrätt,2.0,60.0,,0,,1,1956.0,9600,3010,1,20.0,2.6406
7161,Ångermannagatan 158,2700000,16265,Stockholms kommun,25190,Lägenhet,Bostadsrätt,3.0,76.0,,0,,5,1954.0,3000,5655,1,27.0,2.519
7162,Ångermannagatan 176,1750000,16265,Stockholms kommun,25190,Lägenhet,Bostadsrätt,1.0,36.0,,0,,8,1953.0,3700,3053,1,17.5,2.519
7163,Ångermannagatan 164,2595000,16265,Stockholms kommun,25190,Lägenhet,Bostadsrätt,3.0,77.5,,0,,1,1954.0,3600,6125,1,25.95,2.519
7164,"Duvedsvägen 3, 1,5 tr",2000000,16265,Stockholms kommun,25190,Lägenhet,Bostadsrätt,2.0,59.0,,0,,2,1955.0,5700,4059,1,20.0,2.519
7165,Ångermannagatan 176,1750000,16265,Stockholms kommun,25190,Lägenhet,Bostadsrätt,1.0,36.0,,0,,8,1953.0,3700,3053,1,17.5,2.519
7166,Duvedsvägen 13,2000000,16265,Stockholms kommun,25190,Lägenhet,Bostadsrätt,2.0,60.0,,0,,3,1955.0,6700,4116,1,20.0,2.519
7167,Duvedsvägen 3,2610000,16265,Stockholms kommun,25190,Lägenhet,Bostadsrätt,4.0,89.0,,0,,3,1955.0,9600,7950,1,26.1,2.519
7168,Duvedsvägen 13,2000000,16265,Stockholms kommun,25190,Lägenhet,Bostadsrätt,2.0,60.0,,0,,3,1955.0,6700,4116,1,20.0,2.519
7169,Ångermannagatan 158,2695000,16265,Stockholms kommun,25190,Lägenhet,Bostadsrätt,3.0,76.0,,0,,1,1954.0,4800,5522,1,26.95,2.519
7170,Ångermannagatan 176,2375000,16265,Stockholms kommun,25190,Lägenhet,Bostadsrätt,3.0,76.0,,0,,7,1954.0,3000,5808,1,23.75,2.519
7171,Ångermannagatan 176,2110000,16265,Stockholms kommun,25190,Lägenhet,Bostadsrätt,2.0,58.5,,0,,3,1954.0,4200,4500,1,21.1,2.519
7172,Ångermannagatan 176,1850000,16265,Stockholms kommun,25190,Lägenhet,Bostadsrätt,2.0,58.5,,0,,7,1953.0,3000,4668,1,18.5,2.519
7173,Ångermannagatan 158,2495000,16265,Stockholms kommun,25190,Lägenhet,Bostadsrätt,3.0,76.0,,0,,1,1954.0,3240,5893,1,24.95,2.519
7174,Ångermannagatan 170,1820000,16265,Stockholms kommun,25190,Lägenhet,Bostadsrätt,1.5,35.5,,0,,1,1954.0,3700,2712,1,18.2,2.519
7175,"Duvedsvägen 3, 1,5 tr",2000000,16265,Stockholms kommun,25190,Lägenhet,Bostadsrätt,2.0,59.0,,0,,2,1955.0,5700,4059,1,20.0,2.519
7176,Ångermannagatan 170,2200000,16265,Stockholms kommun,25190,Lägenhet,Bostadsrätt,2.0,58.5,,0,,2,1954.0,3500,4458,1,22.0,2.519
7177,Mörsilsgatan 32,1825000,16266,Stockholms kommun,23417,Lägenhet,Bostadsrätt,2.0,40.0,,0,,-3,1954.0,3000,2202,1,18.25,2.3417
7178,Mörsilsgatan 14,1550000,16266,Stockholms kommun,23417,Lägenhet,Bostadsrätt,2.0,29.0,,0,,2,1955.0,3500,2536,1,15.5,2.3417
7179,Mörsilsgatan 14,1700000,16266,Stockholms kommun,23417,Lägenhet,Bostadsrätt,1.0,41.0,,0,,1,1955.0,6040,3514,1,17.0,2.3417
7180,Fjällnäsgatan 8,2600000,16266,Stockholms kommun,23417,Lägenhet,Bostadsrätt,4.0,74.0,,0,,1,1956.0,2900,3990,1,26.0,2.3417
7181,Mörsilsgatan 12,2295000,16266,Stockholms kommun,23417,Lägenhet,Bostadsrätt,3.0,68.0,,0,,2,1955.0,3600,5014,1,22.95,2.3417
7182,Mörsilsgatan 8,2400000,16266,Stockholms kommun,23417,Lägenhet,Bostadsrätt,3.0,68.0,,0,,1,1955.0,4180,4349,1,24.0,2.3417
7183,Härjedalsgatan 3,2195000,16266,Stockholms kommun,23417,Lägenhet,Bostadsrätt,2.0,60.0,,0,,3,1956.0,5100,3235,1,21.95,2.3417
7184,Fjällnäsgatan 6,2550000,16266,Stockholms kommun,23417,Lägenhet,Bostadsrätt,3.0,74.0,,0,,1,1956.0,3900,3990,1,25.5,2.3417
7185,Mörsilsgatan 6,1900000,16266,Stockholms kommun,23417,Lägenhet,Bostadsrätt,1.5,41.0,,0,,1,1955.0,3000,3514,1,19.0,2.3417
7186,Härjedalsgatan 108,2850000,16266,Stockholms kommun,23417,Lägenhet,Bostadsrätt,4.0,92.0,,0,,3,1955.0,3000,5751,1,28.5,2.3417
7187,"Mörsilsgatan 20, 1 tr",1700000,16266,Stockholms kommun,23417,Lägenhet,Bostadsrätt,1.0,41.0,,0,,2,1955.0,4500,2928,1,17.0,2.3417
7188,Härjedalsgatan 7,2700000,16266,Stockholms kommun,23417,Lägenhet,Bostadsrätt,5.0,74.0,,0,,1,1956.0,3600,3990,1,27.0,2.3417
7189,Härjedalsgatan 7,2210000,16266,Stockholms kommun,23417,Lägenhet,Bostadsrätt,3.0,74.0,,0,,3,1956.0,4300,3990,1,22.1,2.3417
7190,Mörsilsgatan 30,3080000,16266,Stockholms kommun,23417,Lägenhet,Bostadsrätt,4.0,78.0,,0,,1,1954.0,3000,4580,1,30.8,2.3417
7191,Mörsilsgatan 6,1470000,16266,Stockholms kommun,23417,Lägenhet,Bostadsrätt,1.0,41.0,,0,,3,1955.0,5500,3514,1,14.7,2.3417
7192,Fjällnäsgatan 8,1585000,16266,Stockholms kommun,23417,Lägenhet,Bostadsrätt,2.0,39.0,,0,,4,1956.0,3790,2103,1,15.85,2.3417
7193,Härjedalsgatan 114,2610000,16266,Stockholms kommun,23417,Lägenhet,Bostadsrätt,4.0,92.0,,0,,4,1955.0,3600,5658,1,26.1,2.3417
7194,Mörsilsgatan 28,2925000,16266,Stockholms kommun,23417,Lägenhet,Bostadsrätt,4.0,78.0,,0,,1,1954.0,3600,4871,1,29.25,2.3417
7195,Härjedalsgatan 96,2400000,16266,Stockholms kommun,23417,Lägenhet,Bostadsrätt,4.0,92.0,,0,,3,1955.0,3000,5750,1,24.0,2.3417
7196,Mörsilsgatan 18,1400000,16266,Stockholms kommun,23417,Lägenhet,Bostadsrätt,1.0,29.0,,0,,1,1955.0,4800,1977,1,14.0,2.3417
7197,Kirunagatan 82,2500000,16268,Stockholms kommun,26379,Lägenhet,Bostadsrätt,3.0,58.0,,0,,3,1954.0,4600,3303,1,25.0,2.6379
7198,"Kirunagatan 32, (038/1202)",2150000,16268,Stockholms kommun,26379,Lägenhet,Bostadsrätt,3.0,63.0,,0,,2,1954.0,3000,3566,1,21.5,2.6379
7199,Kirunagatan 72,1450000,16268,Stockholms kommun,26379,Lägenhet,Bostadsrätt,1.0,26.0,,0,,5,1954.0,3600,1721,1,14.5,2.6379
7200,Kirunagatan 52,2210000,16268,Stockholms kommun,26379,Lägenhet,Bostadsrätt,2.0,58.0,,0,,1,1954.0,3000,3131,1,22.1,2.6379
7201,Kirunagatan 44 (Vån 2),2425000,16268,Stockholms kommun,26379,Lägenhet,Bostadsrätt,3.0,70.0,,0,,2,1954.0,4800,3703,1,24.25,2.6379
7202,Kirunagatan 32 vån 1,2495000,16268,Stockholms kommun,26379,Lägenhet,Bostadsrätt,3.0,63.0,,0,,1,1954.0,5000,3503,1,24.95,2.6379
7203,Abiskovägen 6,2300000,16268,Stockholms kommun,26379,Lägenhet,Bostadsrätt,3.0,70.0,,0,,4,,3000,3790,1,23.0,2.6379
7204,Abiskovägen 20,1320000,16268,Stockholms kommun,26379,Lägenhet,Bostadsrätt,1.0,26.0,,0,,2,1954.0,1500,1742,1,13.2,2.6379
7205,Kirunagatan 82,2500000,16268,Stockholms kommun,26379,Lägenhet,Bostadsrätt,3.0,58.0,,0,,3,1954.0,4600,3303,1,25.0,2.6379
7206,Kirunagatan 25G,1580000,16268,Stockholms kommun,26379,Lägenhet,Bostadsrätt,2.0,47.0,,1,,2,2005.0,3000,4881,1,15.8,2.6379
7207,Kirunagatan 50,1375000,16268,Stockholms kommun,26379,Lägenhet,Bostadsrätt,1.0,26.0,,0,,7,1954.0,4560,1676,1,13.75,2.6379
7208,Abiskovägen 12,1995000,16268,Stockholms kommun,26379,Lägenhet,Bostadsrätt,2.0,58.0,,0,,2,1954.0,3900,3304,1,19.95,2.6379
7209,Kirunagatan 40,2050000,16268,Stockholms kommun,26379,Lägenhet,Bostadsrätt,3.0,70.0,,0,,1,1954.0,5940,3796,1,20.5,2.6379
7210,Kirunagatan 32,2000000,16268,Stockholms kommun,26379,Lägenhet,Bostadsrätt,2.0,58.0,,0,,6,1954.0,3000,3200,1,20.0,2.6379
7211,Kirunagatan 32,2000000,16268,Stockholms kommun,26379,Lägenhet,Bostadsrätt,2.0,58.0,,0,,6,1954.0,3000,3200,1,20.0,2.6379
7212,Kirunagatan 17,1850000,16268,Stockholms kommun,26379,Lägenhet,Bostadsrätt,1.5,45.0,,0,,2,2006.0,6000,4017,1,18.5,2.6379
7213,Kirunagatan 15,2070000,16268,Stockholms kommun,26379,Lägenhet,Bostadsrätt,2.0,56.0,,0,,5,2006.0,4800,4830,1,20.7,2.6379
7214,Kirunagatan 46,1495000,16268,Stockholms kommun,26379,Lägenhet,Bostadsrätt,1.0,26.0,,0,,1,1954.0,3500,1721,1,14.95,2.6379
7215,Trolle-Bondes gata 5,2025000,16272,Stockholms kommun,28052,Lägenhet,Bostadsrätt,2.0,54.0,,0,,2,1993.0,3000,3763,1,20.25,2.8052
7216,Stridsbergavägen 2,1330000,16340,Stockholms kommun,25529,Lägenhet,Bostadsrätt,1.0,39.0,,0,,4,1965.0,6060,3217,1,13.3,2.5529
7217,Erik Tegels väg 6A (Vån 1),2070000,16340,Stockholms kommun,25529,Lägenhet,Bostadsrätt,2.0,65.5,,0,,1,1965.0,4400,3406,1,20.7,2.5529
7218,Bygärdesvägen 4,1650000,16340,Stockholms kommun,25529,Lägenhet,Bostadsrätt,2.0,56.0,,0,,1,1964.0,3000,4096,1,16.5,2.5529
7219,Erik Tegels väg 39 (Våning 1),2110000,16340,Stockholms kommun,25529,Lägenhet,Bostadsrätt,2.0,61.0,,0,,1,1961.0,6900,3361,1,21.1,2.5529
7220,"Erik Tegels Väg 6, 2 tr",2260000,16340,Stockholms kommun,25529,Lägenhet,Bostadsrätt,3.0,75.0,,0,,2,,6600,4478,1,22.6,2.5529
7221,Bygärdesvägen 2,1450000,16340,Stockholms kommun,25529,Lägenhet,Bostadsrätt,1.0,39.5,,0,,4,1967.0,7800,2950,1,14.5,2.5529
7222,Stridsbergavägen 2,1550000,16340,Stockholms kommun,25529,Lägenhet,Bostadsrätt,2.0,62.0,,0,,3,,3000,5268,1,15.5,2.5529
7223,Stridsbergavägen 4,2050000,16340,Stockholms kommun,25529,Lägenhet,Bostadsrätt,3.0,81.0,,0,,2,1965.0,4800,6304,1,20.5,2.5529
7224,"Erik Tegels väg 25, Vån 2",1920000,16340,Stockholms kommun,25529,Lägenhet,Bostadsrätt,2.0,57.5,,0,,2,1961.0,3000,3919,1,19.2,2.5529
7225,Erik Tegels Väg 9,1900000,16340,Stockholms kommun,25529,Lägenhet,Bostadsrätt,3.0,67.0,,0,,2,1961.0,3611,4564,1,19.0,2.5529
7226,Erik Tegels Väg 11 (Vån 2),1950000,16340,Stockholms kommun,25529,Lägenhet,Bostadsrätt,2.0,57.0,,0,,2,1961.0,5739,3919,1,19.5,2.5529
