,titel,slutpris,postnummer,ort,medelinkomst_månad,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Biarea,Uteplats,Tomtarea,Våning,Byggår,Driftkostnad,Avgift,Finns_hiss
4536,Frihetsvägen 2B vån 4/4,1845000,17753.0,Järfälla kommun,23556.0,Lägenhet,Bostadsrätt,2.0,46,,0,,4.0,2015.0,5700.0,4119.0,1
6651,Frihetsvägen 5,2100000,17753.0,Järfälla kommun,23556.0,Lägenhet,Bostadsrätt,3.0,73.7,,0,,2.0,1956.0,3000.0,4233.0,1
2562,Frihetsvägen 9,1600000,17753.0,Järfälla kommun,23556.0,Lägenhet,Bostadsrätt,2.0,57.6,,0,,3.0,1956.0,6600.0,3654.0,1
1412,"Frihetsvägen 17, 1/2 tr.",1330000,17753.0,Järfälla kommun,23556.0,Lägenhet,Bostadsrätt,2.0,58.5,,0,,2.0,1957.0,3500.0,3543.0,1
4763,Nybergsvägen 1 högst upp,2000000,17753.0,Järfälla kommun,23556.0,Lägenhet,Bostadsrätt,3.0,75,,0,,5.0,2014.0,4800.0,5072.0,1
930,Frihetsvägen 23,1430000,17753.0,Järfälla kommun,23556.0,Lägenhet,Bostadsrätt,2.0,61.9,,0,,2.0,1957.0,3600.0,3921.0,1
1684,FRIHETSVÄGEN 29,1395000,17753.0,Järfälla kommun,23556.0,Lägenhet,Bostadsrätt,1.5,34,,0,,1.0,1960.0,7365.0,2421.0,1
840,Frihetsvägen 31,1150000,17753.0,Järfälla kommun,23556.0,Lägenhet,Bostadsrätt,1.0,34,,0,,3.0,1960.0,6360.0,2992.0,1
6166,Nybergsvägen 5,2190000,17753.0,Järfälla kommun,23556.0,Lägenhet,Bostadsrätt,3.0,75,,0,,2.0,2010.0,5200.0,5708.0,1
2981,Frihetsvägen 31,1700000,17753.0,Järfälla kommun,23556.0,Lägenhet,Bostadsrätt,4.0,82.4,,0,,1.0,1960.0,3000.0,4936.0,1
1361,Frihetsvägen 20,1300000,17753.0,Järfälla kommun,23556.0,Lägenhet,Bostadsrätt,2.0,57.5,,0,,3.0,1985.0,6600.0,3610.0,1
158,Frihetsvägen 17,1050000,17753.0,Järfälla kommun,23556.0,Lägenhet,Bostadsrätt,1.0,23.3,,1,,0.0,1955.0,3000.0,1709.0,1
798,Frihetsvägen 33,1125000,17753.0,Järfälla kommun,23556.0,Lägenhet,Bostadsrätt,1.0,34.3,,0,,2.0,1960.0,5760.0,2983.0,1
675,Frihetsvägen 1,1300000,17753.0,Järfälla kommun,23556.0,Lägenhet,Bostadsrätt,1.5,28.8,,0,,1.0,1956.0,3000.0,2338.0,1
2952,Frihetsvägen 25,1545000,17753.0,Järfälla kommun,23556.0,Lägenhet,Bostadsrätt,3.0,63.2,,0,,8.0,1957.0,3000.0,4122.0,1
3305,NYBERGSVÄGEN 3,1605000,17753.0,Järfälla kommun,23556.0,Lägenhet,Bostadsrätt,2.0,55,,0,,2.0,2011.0,9929.0,4025.0,1
6326,Frihetsvägen 24,2190000,17753.0,Järfälla kommun,23556.0,Lägenhet,Bostadsrätt,3.0,75,,0,,2.0,2012.0,13749.0,5072.0,1
9922,Nybergsvägen 3,2280000,17753.0,Järfälla kommun,23556.0,Lägenhet,Bostadsrätt,4.0,86,,0,,3.0,2011.0,9372.0,6293.0,1
3766,Frihetsvägen 25,1920000,17753.0,Järfälla kommun,23556.0,Lägenhet,Bostadsrätt,3.0,63.2,,0,,3.0,1957.0,3500.0,4122.0,1
593,Frihetsvägen 16,1400000,17753.0,Järfälla kommun,23556.0,Lägenhet,Bostadsrätt,2.0,58,,0,,3.0,1957.0,6960.0,3817.0,1
3099,Frihetsvägen 11,1700000,17753.0,Järfälla kommun,23556.0,Lägenhet,Bostadsrätt,2.0,56,,0,,2.0,,7800.0,3464.0,1
5800,Nybergsvägen 5,1775000,17753.0,Järfälla kommun,23556.0,Lägenhet,Bostadsrätt,2.0,55,,0,,4.0,2011.0,9600.0,4025.0,1
7069,Nybergsvägen 1 högst upp,2000000,17753.0,Järfälla kommun,23556.0,Lägenhet,Bostadsrätt,3.0,75,,0,,5.0,2014.0,4800.0,5072.0,1
1252,Frihetsvägen 2C,2695000,17753.0,Järfälla kommun,23556.0,Lägenhet,Bostadsrätt,3.0,78,,0,,2.0,2015.0,16527.0,5380.0,1
2166,Margaretavägen 7,1700000,17756.0,Järfälla kommun,24332.0,Lägenhet,Bostadsrätt,2.0,60,,0,,2.0,1952.0,3000.0,4052.0,1
2908,Margaretavägen 11,1550000,17756.0,Järfälla kommun,24332.0,Lägenhet,Bostadsrätt,1.0,41,,0,,3.0,1952.0,3600.0,2906.0,1
2070,Allmogevägen 23,2800000,17757.0,Järfälla kommun,25615.0,Lägenhet,Bostadsrätt,5.0,108,,0,,2.0,1965.0,5400.0,5783.0,1
9132,Vasaplatsen 6,2500000,17757.0,Järfälla kommun,25615.0,Lägenhet,Bostadsrätt,3.0,88,,0,,4.0,1991.0,3000.0,5708.0,1
1143,Allmogevägen 27,1405000,17757.0,Järfälla kommun,25615.0,Lägenhet,Bostadsrätt,1.5,31.5,,0,,5.0,1964.0,6600.0,1878.0,1
6564,"Allmogevägen 3, 5 tr.",2250000,17757.0,Järfälla kommun,25615.0,Lägenhet,Bostadsrätt,3.0,83,,0,,5.0,1992.0,7200.0,4894.0,1
7567,Allmogevägen 20,2075000,17757.0,Järfälla kommun,25615.0,Lägenhet,Bostadsrätt,2.0,68,,0,,4.0,1992.0,4560.0,3922.0,1
1430,Allmogevägen 29,1300000,17757.0,Järfälla kommun,25615.0,Lägenhet,Bostadsrätt,1.5,31.5,,0,,3.0,1964.0,3000.0,2138.0,1
4890,"Ynglingavägen 17, VÅN 4/4",1795000,17757.0,Järfälla kommun,25615.0,Lägenhet,Bostadsrätt,2.0,72,,0,,4.0,1992.0,9624.0,4299.0,1
3160,Ynglingavägen 20D,1560000,17757.0,Järfälla kommun,25615.0,Lägenhet,Bostadsrätt,2.0,55,,0,,3.0,1998.0,8000.0,3296.0,1
4472,Allmogevägen 14,1960000,17757.0,Järfälla kommun,25615.0,Lägenhet,Bostadsrätt,2.0,69.5,,0,,6.0,1992.0,6150.0,4151.0,1
1594,Ynglingavägen 20D,1000000,17757.0,Järfälla kommun,25615.0,Lägenhet,Bostadsrätt,1.0,27,,0,,6.0,1998.0,3000.0,1618.0,1
2025,Vasaplatsen 6,2500000,17757.0,Järfälla kommun,25615.0,Lägenhet,Bostadsrätt,3.0,88,,0,,1.0,1991.0,3000.0,5708.0,1
1229,Allmogevägen 31,1350000,17757.0,Järfälla kommun,25615.0,Lägenhet,Bostadsrätt,1.5,31.5,,0,,3.0,1964.0,4800.0,2108.0,1
4697,Ynglingavägen 17,1925000,17757.0,Järfälla kommun,25615.0,Lägenhet,Bostadsrätt,2.0,72,,0,,3.0,1992.0,5400.0,4299.0,1
3704,Allmogevägen 29,1995000,17757.0,Järfälla kommun,25615.0,Lägenhet,Bostadsrätt,2.0,64.5,,0,,3.0,1961.0,6960.0,3698.0,1
7660,ALLMOGEVÄGEN 4,2200000,17757.0,Järfälla kommun,25615.0,Lägenhet,Bostadsrätt,3.0,86.5,,0,,2.0,1992.0,10685.0,4962.0,1
3961,Allmogevägen 23,1825000,17757.0,Järfälla kommun,25615.0,Lägenhet,Bostadsrätt,3.0,71.5,,0,,2.0,1964.0,2160.0,4125.0,1
5547,"Allmogevägen 18, 4 tr.",1970000,17757.0,Järfälla kommun,25615.0,Lägenhet,Bostadsrätt,3.0,84.5,,0,,4.0,1991.0,10000.0,4739.0,1
3239,Ynglingavägen 20E,1697000,17757.0,Järfälla kommun,25615.0,Lägenhet,Bostadsrätt,2.0,47.5,,0,,3.0,1998.0,5220.0,2845.0,1
2020,Ynglingavägen 20D,2700000,17757.0,Järfälla kommun,25615.0,Lägenhet,Bostadsrätt,4.0,90,,0,,3.0,1998.0,3000.0,5934.0,1
6668,Allmogevägen 31,2200000,17757.0,Järfälla kommun,25615.0,Lägenhet,Bostadsrätt,2.0,64.5,,0,,5.0,1964.0,4800.0,3495.0,1
3144,Ynglingavägen 20E,1600000,17757.0,Järfälla kommun,25615.0,Lägenhet,Bostadsrätt,2.0,55,,0,,3.0,1998.0,4560.0,3296.0,1
1161,Allmogevägen 29,1260000,17757.0,Järfälla kommun,25615.0,Lägenhet,Bostadsrätt,1.0,31.5,,0,,1.0,1965.0,3000.0,1991.0,1
2279,Allmogevägen 25,1500000,17757.0,Järfälla kommun,25615.0,Lägenhet,Bostadsrätt,1.0,46.5,,0,,1.0,,3600.0,2780.0,1
510,Allmogevägen 25,1500000,17757.0,Järfälla kommun,25615.0,Lägenhet,Bostadsrätt,1.0,46.5,,0,,1.0,,3600.0,2780.0,1
5,Allmogevägen 29,1360000,17757.0,Järfälla kommun,25615.0,Lägenhet,Bostadsrätt,1.5,31.5,,0,,3.0,1964.0,4200.0,2182.0,1
8923,"Allmogevägen 3, 5 tr.",2250000,17757.0,Järfälla kommun,25615.0,Lägenhet,Bostadsrätt,3.0,83,,0,,5.0,1992.0,7200.0,4894.0,1
7812,Allmogevägen 4,2150000,17757.0,Järfälla kommun,25615.0,Lägenhet,Bostadsrätt,2.0,69.5,,0,,4.0,1992.0,8892.0,4016.0,1
171,Ynglingavägen 20a,950000,17757.0,Järfälla kommun,25615.0,Lägenhet,Bostadsrätt,1.0,27,,0,,5.0,1998.0,5700.0,1780.0,1
8451,Allmogevägen 10,2325000,17757.0,Järfälla kommun,25615.0,Lägenhet,Bostadsrätt,3.0,68,,0,,1.0,1992.0,9000.0,4010.0,1
1481,Ynglingavägen 20C,1180000,17757.0,Järfälla kommun,25615.0,Lägenhet,Bostadsrätt,1.0,27,,0,,4.0,1998.0,8794.0,1618.0,1
4452,Ekedalsvägen 7D,1950000,17759.0,Järfälla kommun,32913.0,Lägenhet,Bostadsrätt,4.0,103.5,,0,,1.0,1989.0,4914.0,7439.0,1
4854,"Ekedalsvägen 11 A, 2 tr.",1850000,17759.0,Järfälla kommun,32913.0,Lägenhet,Bostadsrätt,3.0,89,,0,,2.0,1989.0,8000.0,6791.0,1
8906,Ekedalsvägen 28,2350000,17759.0,Järfälla kommun,32913.0,Lägenhet,Bostadsrätt,2.0,66,,1,,4.0,2016.0,2400.0,4581.0,1
1206,Ekedalsvägen 28,2950000,17759.0,Järfälla kommun,32913.0,Lägenhet,Bostadsrätt,4.0,98,,1,,2.0,2016.0,4800.0,6803.0,1
6739,Ekedalsvägen 7A,2150000,17759.0,Järfälla kommun,32913.0,Lägenhet,Bostadsrätt,3.0,83,,0,,1.0,1989.0,5000.0,5827.0,1
5024,"Ekedalsvägen 7A, 2 tr",1860000,17759.0,Järfälla kommun,32913.0,Lägenhet,Bostadsrätt,3.0,64,,0,,3.0,1989.0,4500.0,4475.0,1
6976,Ekedalsvägen 28,2125000,17759.0,Järfälla kommun,32913.0,Lägenhet,Bostadsrätt,3.0,76,,1,,2.0,2016.0,3000.0,5275.0,1
2106,Ekedalsvägen 15A,1675000,17759.0,Järfälla kommun,32913.0,Lägenhet,Bostadsrätt,3.0,55,,1,,0.0,1988.0,3000.0,4123.0,1
3308,"Ekedalsvägen 7D, 2 tr",1550000,17759.0,Järfälla kommun,32913.0,Lägenhet,Bostadsrätt,2.0,64,,0,,2.0,1988.0,3144.0,4447.0,1
2811,Ekedalsvägen 11A,1550000,17759.0,Järfälla kommun,32913.0,Lägenhet,Bostadsrätt,2.0,67,,0,,1.0,1989.0,4200.0,5233.0,1
333,Ekedalsvägen 28,2560000,17759.0,Järfälla kommun,32913.0,Lägenhet,Bostadsrätt,3.0,73,,0,,1.0,2016.0,6100.0,5067.0,1
2676,Ekedalsvägen 11C,1595000,17759.0,Järfälla kommun,32913.0,Lägenhet,Bostadsrätt,2.0,50,,1,,1.0,2016.0,7050.0,3983.0,1
3524,"Ekedalsvägen 15A, 3tr",1850000,17759.0,Järfälla kommun,32913.0,Lägenhet,Bostadsrätt,2.0,72.5,,0,,3.0,1989.0,3600.0,5198.0,1
2898,Veckovägen 38,1700000,17762.0,Järfälla kommun,29313.0,Lägenhet,Bostadsrätt,2.0,59.5,,0,,2.0,1960.0,6200.0,4867.0,1
5710,Veckovägen 61,1900000,17762.0,Järfälla kommun,29313.0,Lägenhet,Bostadsrätt,2.0,54.5,,0,,1.0,1962.0,4560.0,4182.0,1
5328,Veckovägen 39,1850000,17762.0,Järfälla kommun,29313.0,Lägenhet,Bostadsrätt,2.0,60.5,,0,,3.0,1960.0,6200.0,4339.0,1
1363,Veckovägen 4,1450000,17762.0,Järfälla kommun,29313.0,Lägenhet,Bostadsrätt,2.0,61,,0,,5.0,1960.0,3000.0,4486.0,1
5571,Veckovägen 37,1850000,17762.0,Järfälla kommun,29313.0,Lägenhet,Bostadsrätt,2.0,54,,0,,4.0,1960.0,4000.0,4181.0,1
3113,Veckovägen 42,1700000,17762.0,Järfälla kommun,29313.0,Lägenhet,Bostadsrätt,2.0,59.5,,0,,2.0,1958.0,6000.0,4424.0,1
2024,Veckovägen 15,3250000,17762.0,Järfälla kommun,29313.0,Lägenhet,Bostadsrätt,6.0,114,,0,,1.0,1967.0,3000.0,7316.0,1
1944,Veckovägen 45,1695000,17762.0,Järfälla kommun,29313.0,Lägenhet,Bostadsrätt,2.0,54.5,,0,,1.0,1962.0,3000.0,4307.0,1
1338,VECKOVÄGEN 42,1300000,17762.0,Järfälla kommun,29313.0,Lägenhet,Bostadsrätt,1.0,30,,0,,2.0,1961.0,3567.0,2689.0,1
1988,Veckovägen 27,1590000,17762.0,Järfälla kommun,29313.0,Lägenhet,Bostadsrätt,2.0,45,,0,,3.0,1968.0,2800.0,3337.0,1
4364,Veckovägen 69,1795000,17762.0,Järfälla kommun,29313.0,Lägenhet,Bostadsrätt,2.0,54.5,,0,,4.0,1962.0,5000.0,4307.0,1
1554,Veckovägen 39,1500000,17762.0,Järfälla kommun,29313.0,Lägenhet,Bostadsrätt,2.0,54.5,,0,,1.0,1962.0,3000.0,4040.0,1
5360,Veckovägen 67,1940000,17762.0,Järfälla kommun,29313.0,Lägenhet,Bostadsrätt,3.0,69,,0,,2.0,1961.0,7800.0,4923.0,1
2765,Veckovägen 38,1650000,17762.0,Järfälla kommun,29313.0,Lägenhet,Bostadsrätt,2.0,57,,0,,2.0,1960.0,4736.0,4598.0,1
1129,Veckovägen 36,1245000,17762.0,Järfälla kommun,29313.0,Lägenhet,Bostadsrätt,1.0,30,,0,,3.0,1960.0,1380.0,3013.0,1
2619,Veckovägen 31,1730000,17762.0,Järfälla kommun,29313.0,Lägenhet,Bostadsrätt,2.0,54.5,,0,,3.0,1962.0,8669.0,4307.0,1
2624,Veckovägen 42,1750000,17762.0,Järfälla kommun,29313.0,Lägenhet,Bostadsrätt,2.0,59.5,,0,,3.0,1960.0,3600.0,4981.0,1
2337,Veckovägen 39,1700000,17762.0,Järfälla kommun,29313.0,Lägenhet,Bostadsrätt,2.0,54.5,,0,,2.0,1962.0,6000.0,4307.0,1
8192,VECKOVÄGEN 11,2450000,17762.0,Järfälla kommun,29313.0,Lägenhet,Bostadsrätt,4.0,98,,0,,1.0,1968.0,5388.0,6349.0,1
3295,Veckovägen 39,1500000,17762.0,Järfälla kommun,29313.0,Lägenhet,Bostadsrätt,2.0,54.5,,0,,1.0,1962.0,3000.0,4040.0,1
2672,Veckovägen 34,1630000,17762.0,Järfälla kommun,29313.0,Lägenhet,Bostadsrätt,2.0,59.5,,0,,1.0,1958.0,3000.0,4705.0,1
3135,VECKOVÄGEN 37,1600000,17762.0,Järfälla kommun,29313.0,Lägenhet,Bostadsrätt,1.5,45,,0,,1.0,1962.0,3000.0,3226.0,1
7092,Veckovägen 5,2125000,17762.0,Järfälla kommun,29313.0,Lägenhet,Bostadsrätt,3.0,79,,0,,3.0,1942.0,8640.0,5407.0,1
4730,Veckovägen 33,1990000,17762.0,Järfälla kommun,29313.0,Lägenhet,Bostadsrätt,3.0,69,,0,,1.0,1962.0,8400.0,5000.0,1
4650,Veckovägen 42,1750000,17762.0,Järfälla kommun,29313.0,Lägenhet,Bostadsrätt,2.0,59.5,,0,,3.0,1960.0,3600.0,4981.0,1
4404,"Veckovägen 21, våning 3",1895000,17762.0,Järfälla kommun,29313.0,Lägenhet,Bostadsrätt,3.0,79,,0,,3.0,1968.0,4000.0,5407.0,1
2477,Minutgränd 47,1640000,17763.0,Järfälla kommun,28211.0,Lägenhet,Bostadsrätt,2.0,61.5,,0,,3.0,1966.0,3000.0,3830.0,1
6849,Minutgränd 7,2100000,17763.0,Järfälla kommun,28211.0,Lägenhet,Bostadsrätt,3.0,76,,0,,3.0,1966.0,3000.0,4777.0,1
3706,Minutgränd 13,1970000,17763.0,Järfälla kommun,28211.0,Lägenhet,Bostadsrätt,3.0,76,,0,,2.0,1965.0,6800.0,4776.0,1
6005,Minutgränd 25,2000000,17763.0,Järfälla kommun,28211.0,Lägenhet,Bostadsrätt,2.0,62,,0,,2.0,1966.0,4000.0,3830.0,1
3705,Minutgränd 23,1850000,17763.0,Järfälla kommun,28211.0,Lägenhet,Bostadsrätt,2.0,61.5,,0,,3.0,,6600.0,3830.0,1
7421,Minutgränd 29,2050000,17763.0,Järfälla kommun,28211.0,Lägenhet,Bostadsrätt,3.0,76,,0,,1.0,1966.0,4680.0,4382.0,1
2192,Kvartalsvägen 20,1660000,17763.0,Järfälla kommun,28211.0,Lägenhet,Bostadsrätt,2.0,68,,0,,2.0,1990.0,5000.0,5212.0,1
4664,Minutgränd 13,2000000,17763.0,Järfälla kommun,28211.0,Lägenhet,Bostadsrätt,2.0,61.5,,0,,2.0,1966.0,3000.0,3980.0,1
6222,Minutgränd 27,2150000,17763.0,Järfälla kommun,28211.0,Lägenhet,Bostadsrätt,3.0,76,,0,,1.0,1966.0,4000.0,4425.0,1
8038,Minutgränd 3,2050000,17763.0,Järfälla kommun,28211.0,Lägenhet,Bostadsrätt,3.0,76,,0,,2.0,1966.0,3000.0,4464.0,1
1851,Minutgränd 7,1600000,17763.0,Järfälla kommun,28211.0,Lägenhet,Bostadsrätt,2.0,61.5,,0,,1.0,1965.0,6600.0,3764.0,1
4882,MINUTGRÄND 7,1995000,17763.0,Järfälla kommun,28211.0,Lägenhet,Bostadsrätt,2.0,61.5,,0,,3.0,1966.0,6324.0,3830.0,1
3613,Minutgränd 25,2000000,17763.0,Järfälla kommun,28211.0,Lägenhet,Bostadsrätt,2.0,62,,0,,2.0,1966.0,4000.0,3830.0,1
4501,Minutgränd 3,1875000,17763.0,Järfälla kommun,28211.0,Lägenhet,Bostadsrätt,2.0,61.5,,0,,1.0,1966.0,3600.0,3764.0,1
10109,Minutgränd 35,2350000,17763.0,Järfälla kommun,28211.0,Lägenhet,Bostadsrätt,3.0,76,,0,,3.0,1966.0,6000.0,4464.0,1
7916,Minutgränd 25,2100000,17763.0,Järfälla kommun,28211.0,Lägenhet,Bostadsrätt,3.0,76,,0,,2.0,1966.0,3000.0,4464.0,1
4218,Minutgränd 29,1950000,17763.0,Järfälla kommun,28211.0,Lägenhet,Bostadsrätt,2.0,61.5,,0,,1.0,1966.0,6000.0,3764.0,1
6957,Minutgränd 13,2000000,17763.0,Järfälla kommun,28211.0,Lägenhet,Bostadsrätt,2.0,61.5,,0,,2.0,1966.0,3000.0,3980.0,1
4500,Minutgränd 5,1810000,17763.0,Järfälla kommun,28211.0,Lägenhet,Bostadsrätt,2.0,61.5,,0,,1.0,1966.0,4200.0,3764.0,1
1894,Minutgränd 9,1595000,17763.0,Järfälla kommun,28211.0,Lägenhet,Bostadsrätt,2.0,61.5,,0,,-1.0,1966.0,4518.0,3697.0,1
131,Kvartalsvägen 14,1475000,17763.0,Järfälla kommun,28211.0,Lägenhet,Bostadsrätt,1.0,39.5,,0,,3.0,,4150.0,3293.0,1
4412,Minutgränd 1,1895000,17763.0,Järfälla kommun,28211.0,Lägenhet,Bostadsrätt,3.0,76,,0,,2.0,1965.0,7080.0,4908.0,1
389,Kvartalsvägen 24,1495000,17763.0,Järfälla kommun,28211.0,Lägenhet,Bostadsrätt,1.0,39.5,,0,,2.0,1989.0,6000.0,3293.0,1
338,Vibblabyvägen 42,1195000,17764.0,Järfälla kommun,26830.0,Lägenhet,Bostadsrätt,2.0,58,,0,,3.0,1967.0,5640.0,5203.0,1
7821,Vibblabyvägen 2 vån 5/5,2000000,17764.0,Järfälla kommun,26830.0,Lägenhet,Bostadsrätt,4.0,89,,0,,5.0,1970.0,3000.0,7861.0,1
5332,Kvarnvägen 40,1790000,17764.0,Järfälla kommun,26830.0,Lägenhet,Bostadsrätt,2.0,55,,0,,3.0,,2500.0,4363.0,1
50,Kvarnvägen 38B,3100000,17764.0,Järfälla kommun,26830.0,Lägenhet,Bostadsrätt,4.0,94,,0,,1.0,2018.0,3000.0,7116.0,1
10524,KVARNVÄGEN 4 vån. 7/7,2325000,17764.0,Järfälla kommun,26830.0,Lägenhet,Bostadsrätt,3.0,81,,0,,7.0,1972.0,4824.0,6202.0,1
2145,Kvarnvägen 22,1750000,17764.0,Järfälla kommun,26830.0,Lägenhet,Bostadsrätt,2.0,63,,0,,2.0,1972.0,6360.0,5672.0,1
7379,Kvarnvägen 38C,2100000,17764.0,Järfälla kommun,26830.0,Lägenhet,Bostadsrätt,2.0,62,,0,,8.0,2018.0,7200.0,4743.0,1
3229,Vibblabyvägen 4,1650000,17764.0,Järfälla kommun,26830.0,Lägenhet,Bostadsrätt,3.0,79,,0,,1.0,1968.0,3600.0,5909.0,1
1385,"Kvarnplan 1, VÅN 8/8",1425000,17764.0,Järfälla kommun,26830.0,Lägenhet,Bostadsrätt,1.0,44,,0,,8.0,1967.0,6000.0,3955.0,1
7576,Kvarnvägen 24,2225000,17764.0,Järfälla kommun,26830.0,Lägenhet,Bostadsrätt,3.0,76,,0,,4.0,1972.0,6960.0,5909.0,1
1671,Kvarnplan 1,1100000,17764.0,Järfälla kommun,26830.0,Lägenhet,Bostadsrätt,1.5,34,,0,,7.0,1967.0,1800.0,3383.0,1
4695,Vibblabyvägen 6,1900000,17764.0,Järfälla kommun,26830.0,Lägenhet,Bostadsrätt,4.0,89,,0,,2.0,1967.0,7190.0,7765.0,1
8118,Vibblabyvägen 20,2450000,17764.0,Järfälla kommun,26830.0,Lägenhet,Bostadsrätt,5.0,125,,1,,3.0,1969.0,4800.0,10851.0,1
2352,Kvarnvägen 32,1550000,17764.0,Järfälla kommun,26830.0,Lägenhet,Bostadsrätt,2.0,63,,0,,4.0,1972.0,5000.0,5814.0,1
3968,Kvarnvägen 22,1750000,17764.0,Järfälla kommun,26830.0,Lägenhet,Bostadsrätt,2.0,63,,0,,2.0,1972.0,6360.0,5672.0,1
2464,Vibblabyvägen 6,1700000,17764.0,Järfälla kommun,26830.0,Lägenhet,Bostadsrätt,4.0,89,,0,,2.0,1970.0,3000.0,7813.0,1
6167,Kvarnvägen 26,2100000,17764.0,Järfälla kommun,26830.0,Lägenhet,Bostadsrätt,3.0,81,,0,,3.0,1972.0,4476.0,6968.0,1
8890,Kvarnvägen 24,2300000,17764.0,Järfälla kommun,26830.0,Lägenhet,Bostadsrätt,3.0,76,,0,,2.0,1972.0,3000.0,6640.0,1
5567,Vibblabyvägen 2 vån 5/5,2000000,17764.0,Järfälla kommun,26830.0,Lägenhet,Bostadsrätt,4.0,89,,0,,5.0,1970.0,3000.0,7861.0,1
8454,Kvarnvägen 36 - våning 7 av 7,2250000,17764.0,Järfälla kommun,26830.0,Lägenhet,Bostadsrätt,3.0,81,,0,,7.0,1972.0,3000.0,7132.0,1
2521,Kvarnvägen 38B,3100000,17764.0,Järfälla kommun,26830.0,Lägenhet,Bostadsrätt,4.0,94,,0,,3.0,2018.0,3000.0,7116.0,1
3100,Vibblabyvägen 10,1700000,17764.0,Järfälla kommun,26830.0,Lägenhet,Bostadsrätt,4.0,89,,0,,4.0,1967.0,8400.0,8147.0,1
2428,Vibblabyvägen 30,1500000,17764.0,Järfälla kommun,26830.0,Lägenhet,Bostadsrätt,4.0,109,,0,,2.0,1969.0,3000.0,8821.0,1
7315,"Kvarnvägen 22, 4tr",2200000,17764.0,Järfälla kommun,26830.0,Lägenhet,Bostadsrätt,3.0,81,,0,,4.0,1972.0,5280.0,7047.0,1
428,Kvarnplan 1,1350000,17764.0,Järfälla kommun,26830.0,Lägenhet,Bostadsrätt,1.0,34,,0,,8.0,1966.0,3000.0,3518.0,1
1756,Kvarnplan 1,1030000,17764.0,Järfälla kommun,26830.0,Lägenhet,Bostadsrätt,1.0,34,,0,,9.0,1967.0,9600.0,3003.0,1
6176,Kvarnvägen 36 - våning 7 av 7,2250000,17764.0,Järfälla kommun,26830.0,Lägenhet,Bostadsrätt,3.0,81,,0,,7.0,1972.0,3000.0,7132.0,1
2531,Kvarnvägen 36,1525000,17764.0,Järfälla kommun,26830.0,Lägenhet,Bostadsrätt,2.0,63,,0,,3.0,1972.0,3000.0,5744.0,1
5717,Kvarnvägen 22,1850000,17764.0,Järfälla kommun,26830.0,Lägenhet,Bostadsrätt,2.0,63,,0,,6.0,1972.0,3168.0,5117.0,1
799,Vibblabyvägen 42,1205000,17764.0,Järfälla kommun,26830.0,Lägenhet,Bostadsrätt,2.0,58,,0,,-1.0,1967.0,6840.0,5203.0,1
671,Vibblabyvägen 30,1500000,17764.0,Järfälla kommun,26830.0,Lägenhet,Bostadsrätt,4.0,109,,0,,2.0,1969.0,3000.0,8821.0,1
564,Tornadogränd 30,2550000,17770.0,Järfälla kommun,39004.0,Lägenhet,Bostadsrätt,3.0,71,,0,,2.0,2015.0,15881.0,4810.0,1
6012,Sunnanvindsgränd 8,2100000,17771.0,Järfälla kommun,48812.0,Lägenhet,Bostadsrätt,4.0,96,,0,,2.0,1985.0,4000.0,6654.0,1
5868,Östanvägen 47,2195000,17771.0,Järfälla kommun,48812.0,Lägenhet,Bostadsrätt,2.0,64.2,,1,,1.0,1989.0,3000.0,4327.0,1
560,Sunnanvindsgränd 29,2625000,17771.0,Järfälla kommun,48812.0,Lägenhet,Bostadsrätt,3.0,87,,1,,1.0,1985.0,7340.0,6058.0,1
6846,Sunnanvindsgränd 173,2150000,17771.0,Järfälla kommun,48812.0,Lägenhet,Bostadsrätt,3.0,79.5,,1,,1.0,1985.0,4200.0,5536.0,1
1975,Tegelbruksvägen 3D,3000000,17830.0,Ekerö kommun,24941.0,Lägenhet,Bostadsrätt,3.0,79,,0,,2.0,1988.0,7200.0,5859.0,1
6381,Tegelbruksvägen 7I,2050000,17830.0,Ekerö kommun,24941.0,Lägenhet,Bostadsrätt,2.0,56.5,,0,,2.0,1988.0,5400.0,4320.0,1
1078,Tegelbruksvägen 3A,3450000,17830.0,Ekerö kommun,24941.0,Lägenhet,Bostadsrätt,3.0,79,,0,,1.0,1988.0,5500.0,5859.0,1
3549,Tegelbruksvägen 3A,3450000,17830.0,Ekerö kommun,24941.0,Lägenhet,Bostadsrätt,3.0,79,,0,,1.0,1988.0,5500.0,5859.0,1
9614,Ekebyhovsvägen 9,2500000,17830.0,Ekerö kommun,24941.0,Lägenhet,Bostadsrätt,2.0,54,,0,,4.0,2013.0,6600.0,4216.0,1
9254,Tegelbruksvägen 5E,2350000,17830.0,Ekerö kommun,24941.0,Lägenhet,Bostadsrätt,2.0,61,,0,,2.0,1988.0,4800.0,4633.0,1
2186,Tegelbruksvägen 3D,3000000,17830.0,Ekerö kommun,24941.0,Lägenhet,Bostadsrätt,3.0,79,,0,,2.0,1988.0,7200.0,5859.0,1
9308,Tegelbruksvägen 5G,2425000,17830.0,Ekerö kommun,24941.0,Lägenhet,Bostadsrätt,2.5,61,,0,,3.0,1988.0,4800.0,4718.0,1
