,titel,slutpris,postnummer,ort,medelinkomst_månad,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Biarea,Uteplats,Tomtarea,Våning,Byggår,Driftkostnad,Avgift,Finns_hiss
2248,"Kammakargatan 70, 2 tr",3100000,11124.0,Stockholms kommun,46954.0,Lägenhet,Bostadsrätt,1.0,33,,1,,1.0,1946.0,3000.0,1720.0,1
981,Västmannagatan 13,3100000,11124.0,Stockholms kommun,46954.0,Lägenhet,Bostadsrätt,1.0,23,,0,,2.0,1886.0,4400.0,2667.0,1
3452,Västmannagatan 13,3100000,11124.0,Stockholms kommun,46954.0,Lägenhet,Bostadsrätt,1.0,23,,0,,2.0,1886.0,4400.0,2667.0,1
3282,Sveavägen 62,3280000,11134.0,Stockholms kommun,108608.0,Lägenhet,Bostadsrätt,1.5,25,,0,,1.0,1931.0,6000.0,0.0,1
811,Sveavägen 62,3280000,11134.0,Stockholms kommun,108608.0,Lägenhet,Bostadsrätt,1.5,25,,0,,3.0,1931.0,6000.0,0.0,1
1473,Drottninggatan 73A,3350000,11136.0,Stockholms kommun,52408.0,Lägenhet,Bostadsrätt,1.0,29,,0,,1.0,1886.0,5700.0,949.0,1
1390,"Tegnérgatan 19, 2 tr",2920000,11140.0,Stockholms kommun,67919.0,Lägenhet,Bostadsrätt,1.0,22,,0,,1.0,1936.0,3000.0,1243.0,1
929,Kammakargatan 21,3070000,11160.0,Stockholms kommun,46058.0,Lägenhet,Bostadsrätt,1.0,26,,0,,4.0,1942.0,4800.0,1853.0,1
3400,Kammakargatan 21,3070000,11160.0,Stockholms kommun,46058.0,Lägenhet,Bostadsrätt,1.0,26,,0,,1.0,1942.0,4800.0,1853.0,1
558,Kammakargatan 46,3250000,11160.0,Stockholms kommun,46058.0,Lägenhet,Bostadsrätt,1.0,26,,0,,1.0,,3000.0,1761.0,1
3029,Kammakargatan 46,3250000,11160.0,Stockholms kommun,46058.0,Lägenhet,Bostadsrätt,1.0,26,,0,,1.0,,3000.0,1761.0,1
526,"Tegnérgatan 55 C, 4tr",3000000,11161.0,Stockholms kommun,53116.0,Lägenhet,Bostadsrätt,1.0,24,,0,,2.0,1928.0,3800.0,2092.0,1
946,"Tegnérgatan 57, 2 tr",3300000,11161.0,Stockholms kommun,53116.0,Lägenhet,Bostadsrätt,1.0,26,,0,,2.0,1929.0,4800.0,1801.0,1
499,"Tegnérgatan 55 C, 4tr",3000000,11161.0,Stockholms kommun,53116.0,Lägenhet,Bostadsrätt,1.0,24,,0,,2.0,1928.0,3800.0,2092.0,1
2970,"Tegnérgatan 55 C, 4tr",3000000,11161.0,Stockholms kommun,53116.0,Lägenhet,Bostadsrätt,1.0,24,,0,,1.0,1928.0,3800.0,2092.0,1
3417,"Tegnérgatan 57, 2 tr",3300000,11161.0,Stockholms kommun,53116.0,Lägenhet,Bostadsrätt,1.0,26,,0,,1.0,1929.0,4800.0,1801.0,1
2630,"Garvar Lundins gränd 6, vån 2",3350000,11220.0,Stockholms kommun,73351.0,Lägenhet,Bostadsrätt,1.0,30,,0,,4.0,1927.0,3000.0,1136.0,1
3586,Kungsholms Hamnplan 5,3075000,11220.0,Stockholms kommun,73351.0,Lägenhet,Bostadsrätt,1.0,23,,0,,1.0,1913.0,6000.0,1063.0,1
921,"Skillinggränd 9, 4 tr",2850000,11220.0,Stockholms kommun,73351.0,Lägenhet,Bostadsrätt,1.0,20,,0,,4.0,1927.0,3000.0,1289.0,1
159,"Garvar Lundins gränd 6, vån 2",3350000,11220.0,Stockholms kommun,73351.0,Lägenhet,Bostadsrätt,1.0,30,,0,,2.0,1927.0,3000.0,1136.0,1
1115,Kungsholms Hamnplan 5,3075000,11220.0,Stockholms kommun,73351.0,Lägenhet,Bostadsrätt,1.0,23,,0,,2.0,1913.0,6000.0,1063.0,1
3131,"Hantverkargatan 28A, Gårdshus",3100000,11221.0,Stockholms kommun,70404.0,Lägenhet,Bostadsrätt,1.0,22,,0,,1.0,1883.0,3000.0,1032.0,1
661,"Hantverkargatan 28A, Gårdshus",3100000,11221.0,Stockholms kommun,70404.0,Lägenhet,Bostadsrätt,1.0,22,,0,,2.0,1883.0,3000.0,1032.0,1
3031,John Ericssonsgatan 14,3500000,11222.0,Stockholms kommun,41736.0,Lägenhet,Bostadsrätt,1.0,30,,0,,3.0,1934.0,7000.0,1248.0,1
1119,"John Ericssonsgatan 18, 3tr",3060000,11222.0,Stockholms kommun,41736.0,Lägenhet,Bostadsrätt,1.0,24,,0,,2.0,1935.0,3600.0,1013.0,1
1201,John Ericssonsgatan 11A,3450000,11222.0,Stockholms kommun,41736.0,Lägenhet,Bostadsrätt,1.0,33,,0,,2.0,1935.0,5400.0,2216.0,1
1372,John Ericssonsgatan 3,3100000,11222.0,Stockholms kommun,41736.0,Lägenhet,Bostadsrätt,1.0,32,,0,,5.0,,3000.0,2015.0,1
3672,John Ericssonsgatan 11A,3450000,11222.0,Stockholms kommun,41736.0,Lägenhet,Bostadsrätt,1.0,33,,0,,3.0,1935.0,5400.0,2216.0,1
3590,"John Ericssonsgatan 18, 3tr",3060000,11222.0,Stockholms kommun,41736.0,Lägenhet,Bostadsrätt,1.0,24,,0,,7.0,1935.0,3600.0,1013.0,1
560,John Ericssonsgatan 14,3500000,11222.0,Stockholms kommun,41736.0,Lägenhet,Bostadsrätt,1.0,30,,0,,1.0,1934.0,7000.0,1248.0,1
1451,Bergsgatan 11,3350000,11223.0,Värmdö kommun,48167.0,Lägenhet,Bostadsrätt,2.5,72,,1,,2.0,1882.0,4200.0,4736.0,1
1507,Pipersgatan 16,3100000,11224.0,Stockholms kommun,48880.0,Lägenhet,Bostadsrätt,2.0,27.5,,0,,3.0,1935.0,5800.0,3054.0,1
2201,"Kungsklippan 20, vån 4",2990000,11225.0,Stockholms kommun,45896.0,Lägenhet,Bostadsrätt,1.0,27,,0,,7.0,1934.0,3000.0,3127.0,1
9002,Kungsklippan 11,2285000,11225.0,Stockholms kommun,45896.0,Lägenhet,Bostadsrätt,1.0,23,,0,,1.0,1938.0,3000.0,2744.0,1
2305,Kungsklippan 11,2600000,11225.0,Stockholms kommun,45896.0,Lägenhet,Bostadsrätt,1.0,31,,0,,1.0,1938.0,3000.0,4060.0,1
722,"Kungsklippan 20, vån 4",3010000,11225.0,Stockholms kommun,45896.0,Lägenhet,Bostadsrätt,1.0,32.5,,0,,2.0,1934.0,3000.0,3606.0,1
3425,"Kungsklippan 12, 7 tr",3250000,11225.0,Stockholms kommun,45896.0,Lägenhet,Bostadsrätt,1.0,32,,0,,6.0,1934.0,3000.0,3446.0,1
1457,Kungsklippan 20,2750000,11225.0,Stockholms kommun,45896.0,Lägenhet,Bostadsrätt,1.0,23,,0,,5.0,,3840.0,2737.0,1
96,Kungsklippan 11,2950000,11225.0,Stockholms kommun,45896.0,Lägenhet,Bostadsrätt,1.5,30,,1,,1.0,1937.0,5400.0,3909.0,1
1913,Kungsklippan 14,3380000,11225.0,Stockholms kommun,45896.0,Lägenhet,Bostadsrätt,2.0,36.5,,0,,3.0,1937.0,5400.0,3997.0,1
10340,"Kungsklippan 11, våning 2",2495000,11225.0,Stockholms kommun,45896.0,Lägenhet,Bostadsrätt,1.0,24,,0,,2.0,,3000.0,2263.0,1
352,Kungsklippan 11,2600000,11225.0,Stockholms kommun,45896.0,Lägenhet,Bostadsrätt,1.0,31,,0,,3.0,1938.0,5088.0,4045.0,1
438,Kungsklippan 20,2675000,11225.0,Stockholms kommun,45896.0,Lägenhet,Bostadsrätt,1.0,28,,0,,1.0,1934.0,3000.0,3215.0,1
10066,"Kungsklippan 11, 3 tr",2325000,11225.0,Stockholms kommun,45896.0,Lägenhet,Bostadsrätt,1.0,24,,0,,3.0,1938.0,4800.0,2274.0,1
749,Kungsklippan 17B,3200000,11225.0,Stockholms kommun,45896.0,Lägenhet,Bostadsrätt,1.5,27,,0,,1.0,1911.0,3000.0,1023.0,1
603,Kungsklippan 5,2900000,11225.0,Stockholms kommun,45896.0,Lägenhet,Bostadsrätt,1.0,24,,0,,4.0,1911.0,3000.0,1293.0,1
9531,Kungsklippan 11,2340000,11225.0,Stockholms kommun,45896.0,Lägenhet,Bostadsrätt,1.0,24,,0,,2.0,,3600.0,2828.0,1
1318,Kungsklippan 11,2650000,11225.0,Stockholms kommun,45896.0,Lägenhet,Bostadsrätt,1.5,31,,0,,2.0,,6324.0,4012.0,1
1341,"Kungsklippan 11, 4tr",2730000,11225.0,Stockholms kommun,45896.0,Lägenhet,Bostadsrätt,2.0,31,,0,,1.0,1938.0,6000.0,4061.0,1
1385,Kungsklippan 11,2700000,11225.0,Stockholms kommun,45896.0,Lägenhet,Bostadsrätt,1.5,31,,0,,8.0,1938.0,4800.0,4012.0,1
954,"Kungsklippan 12, 7 tr",3250000,11225.0,Stockholms kommun,45896.0,Lägenhet,Bostadsrätt,1.0,32,,0,,2.0,1934.0,3000.0,3446.0,1
1433,"Kungsklippan 20, vån 2",2900000,11225.0,Stockholms kommun,45896.0,Lägenhet,Bostadsrätt,1.0,27,,0,,2.0,1934.0,3000.0,3127.0,1
9637,Kungsklippan 11,2400000,11225.0,Stockholms kommun,45896.0,Lägenhet,Bostadsrätt,1.0,24,,0,,2.0,1938.0,4560.0,2828.0,1
9644,"Kungsklippan 11, vån 5",2395000,11225.0,Stockholms kommun,45896.0,Lägenhet,Bostadsrätt,1.0,24,,0,,5.0,,7488.0,2870.0,1
1940,"Kungsklippan 20, vån 6",2880000,11225.0,Stockholms kommun,45896.0,Lägenhet,Bostadsrätt,1.0,27,,0,,2.0,1934.0,3100.0,3127.0,1
2427,Kungsklippan 20,2895000,11225.0,Stockholms kommun,45896.0,Lägenhet,Bostadsrätt,2.0,31.5,,0,,3.0,1934.0,3000.0,3403.0,1
3220,Kungsklippan 17B,3200000,11225.0,Stockholms kommun,45896.0,Lägenhet,Bostadsrätt,1.5,27,,0,,1.0,1911.0,3000.0,1023.0,1
143,Kungsklippan 12,3500000,11225.0,Stockholms kommun,45896.0,Lägenhet,Bostadsrätt,2.0,36,,0,,2.0,1934.0,5796.0,3954.0,1
2614,Kungsklippan 12,3500000,11225.0,Stockholms kommun,45896.0,Lägenhet,Bostadsrätt,2.0,36,,0,,2.0,1934.0,5796.0,3954.0,1
3193,"Kungsklippan 20, vån 4",3010000,11225.0,Stockholms kommun,45896.0,Lägenhet,Bostadsrätt,1.0,32.5,,0,,5.0,1934.0,3000.0,3606.0,1
2198,"Kungsbro strand 25, vån 3",3050000,11226.0,Stockholms kommun,60764.0,Lägenhet,Bostadsrätt,1.0,32.5,,0,,1.0,1936.0,3000.0,3649.0,1
3309,Kungsholmsgatan 13,3250000,11227.0,Stockholms kommun,48255.0,Lägenhet,Bostadsrätt,1.0,33.5,,0,,2.0,1935.0,3000.0,3577.0,1
838,Kungsholmsgatan 13,3250000,11227.0,Stockholms kommun,48255.0,Lägenhet,Bostadsrätt,1.0,33.5,,0,,3.0,1935.0,3000.0,3577.0,1
317,"Kungsholmsgatan 9, vån 2",2850000,11227.0,Stockholms kommun,48255.0,Lägenhet,Bostadsrätt,2.0,28.5,,1,,1.0,1934.0,708.0,3141.0,1
174,Kungsholmsgatan 13,2750000,11227.0,Stockholms kommun,48255.0,Lägenhet,Bostadsrätt,1.0,24,,0,,-1.0,1934.0,3000.0,2577.0,1
357,"Kungsholmsgatan 9, 4tr",2550000,11227.0,Stockholms kommun,48255.0,Lägenhet,Bostadsrätt,1.0,23,,0,,0.0,1935.0,8496.0,2779.0,1
242,Kungsholmsgatan 9,2875000,11227.0,Stockholms kommun,48255.0,Lägenhet,Bostadsrätt,1.0,33,,0,,4.0,1934.0,3000.0,3448.0,1
2831,Kungsholmsgatan 13,3350000,11227.0,Stockholms kommun,48255.0,Lägenhet,Bostadsrätt,1.0,34.5,,0,,7.0,1935.0,6000.0,3664.0,1
3676,"Kungsholmsgatan 11, 6tr",3150000,11227.0,Stockholms kommun,48255.0,Lägenhet,Bostadsrätt,1.0,31.5,,0,,6.0,1936.0,3900.0,3562.0,1
361,Kungsholmsgatan 13,3350000,11227.0,Stockholms kommun,48255.0,Lägenhet,Bostadsrätt,1.0,34.5,,0,,3.0,1935.0,6000.0,3664.0,1
1205,"Kungsholmsgatan 11, 6tr",3150000,11227.0,Stockholms kommun,48255.0,Lägenhet,Bostadsrätt,1.0,31.5,,0,,2.0,1936.0,3900.0,3562.0,1
2187,"Bergsgatan 29, 4tr",2500000,11228.0,Stockholms kommun,57275.0,Lägenhet,Bostadsrätt,1.0,24,,0,,2.0,1935.0,7092.0,1501.0,1
9234,"Bergsgatan 29, 4tr",2500000,11228.0,Stockholms kommun,57275.0,Lägenhet,Bostadsrätt,1.0,24,,0,,4.0,1935.0,7092.0,1501.0,1
618,"Wargentinsgatan 5B, 1 tr",2700000,11229.0,Stockholms kommun,51587.0,Lägenhet,Bostadsrätt,1.0,26,,0,,6.0,1931.0,400.0,1589.0,1
1994,Wargentinsgatan 5D,2725000,11229.0,Stockholms kommun,51587.0,Lägenhet,Bostadsrätt,1.0,22.5,,0,,2.0,1932.0,4344.0,1331.0,1
381,"Polhemsgatan 33, 3tr",3320000,11230.0,Stockholms kommun,45394.0,Lägenhet,Bostadsrätt,1.0,34,,0,,3.0,1929.0,5000.0,2152.0,1
1327,"Celsiusgatan 4, 3tr",3300000,11230.0,Stockholms kommun,45394.0,Lägenhet,Bostadsrätt,1.5,31.5,,0,,-1.0,1932.0,4800.0,2022.0,1
3797,"Celsiusgatan 4, 3tr",3300000,11230.0,Stockholms kommun,45394.0,Lägenhet,Bostadsrätt,1.5,31.5,,0,,-1.0,1932.0,4800.0,2022.0,1
2851,"Polhemsgatan 33, 3tr",3320000,11230.0,Stockholms kommun,45394.0,Lägenhet,Bostadsrätt,1.0,34,,0,,4.0,1929.0,5000.0,2152.0,1
248,"Bergsgatan 51, vån 2",3315000,11231.0,Stockholms kommun,42379.0,Lägenhet,Bostadsrätt,1.5,31,,0,,5.0,1963.0,3000.0,885.0,1
2719,"Bergsgatan 51, vån 2",3315000,11231.0,Stockholms kommun,42379.0,Lägenhet,Bostadsrätt,1.5,31,,0,,3.0,1963.0,3000.0,885.0,1
2213,Bergsgatan 49,3050000,11231.0,Stockholms kommun,42379.0,Lägenhet,Bostadsrätt,1.0,31,,0,,3.0,1931.0,4800.0,1694.0,1
1176,Fleminggatan 34,2850000,11232.0,Stockholms kommun,48899.0,Lägenhet,Bostadsrätt,1.0,26,,0,,3.0,1921.0,3000.0,1100.0,1
3118,Inedalsgatan 15,3200000,11233.0,Stockholms kommun,42968.0,Lägenhet,Bostadsrätt,1.0,20,,0,,2.0,1911.0,3000.0,1969.0,1
8326,Inedalsgatan 15,2485000,11233.0,Stockholms kommun,42968.0,Lägenhet,Bostadsrätt,1.0,14,,0,,1.0,1911.0,1500.0,1336.0,1
1100,Kronobergsgatan 41,3375000,11233.0,Stockholms kommun,42968.0,Lägenhet,Bostadsrätt,1.5,35,,0,,2.0,1927.0,3600.0,2613.0,1
863,Kronobergsgatan 20,2975000,11233.0,Stockholms kommun,42968.0,Lägenhet,Bostadsrätt,1.0,19,,0,,2.0,1911.0,3000.0,1863.0,1
2365,"Kronobergsgatan 19, våning 2",3350000,11233.0,Stockholms kommun,42968.0,Lägenhet,Bostadsrätt,1.0,30,,0,,2.0,1905.0,3000.0,1741.0,1
288,Inedalsgatan 15,2995000,11233.0,Stockholms kommun,42968.0,Lägenhet,Bostadsrätt,1.0,20,,0,,2.0,1911.0,3120.0,2332.0,1
13,Kronobergsgatan 16,3415000,11233.0,Stockholms kommun,42968.0,Lägenhet,Bostadsrätt,2.0,31,,0,,5.0,1928.0,5880.0,1568.0,1
3571,Kronobergsgatan 41,3375000,11233.0,Stockholms kommun,42968.0,Lägenhet,Bostadsrätt,1.5,35,,0,,2.0,1927.0,3600.0,2613.0,1
1328,"Kronobergsgatan 20, 4 tr",2930000,11233.0,Stockholms kommun,42968.0,Lägenhet,Bostadsrätt,1.0,19,,0,,5.0,1911.0,3000.0,1863.0,1
346,"Kronobergsgatan 20, 2tr",2700000,11233.0,Stockholms kommun,42968.0,Lägenhet,Bostadsrätt,1.0,18,,0,,2.0,1911.0,4800.0,1758.0,1
42,Kronobergsgatan 20,2950000,11233.0,Stockholms kommun,42968.0,Lägenhet,Bostadsrätt,1.0,18,,0,,1.0,1911.0,1500.0,1758.0,1
2028,Sankt Göransgatan 64,2950000,11233.0,Stockholms kommun,42968.0,Lägenhet,Bostadsrätt,1.0,26,,0,,5.0,1941.0,3000.0,1781.0,1
61,"Inedalsgatan 15, Vån 4",2750000,11233.0,Stockholms kommun,42968.0,Lägenhet,Bostadsrätt,1.0,18,,0,,8.0,1911.0,3000.0,1758.0,1
2283,Kronobergsgatan 28,3050000,11233.0,Stockholms kommun,42968.0,Lägenhet,Bostadsrätt,1.0,27,,0,,3.0,1914.0,4800.0,1877.0,1
2462,Inedalsgatan 15,2900000,11233.0,Stockholms kommun,42968.0,Lägenhet,Bostadsrätt,1.0,18,,0,,3.0,1911.0,5000.0,1758.0,1
1995,Inedalsgatan 15,2950000,11233.0,Stockholms kommun,42968.0,Lägenhet,Bostadsrätt,1.0,20,,0,,6.0,1911.0,4000.0,1969.0,1
2212,Inedalsgatan 15,3200000,11233.0,Stockholms kommun,42968.0,Lägenhet,Bostadsrätt,1.0,20,,0,,4.0,1911.0,3000.0,2400.0,1
186,"Kronobergsgatan 16, Accepterat pris",2900000,11233.0,Stockholms kommun,42968.0,Lägenhet,Bostadsrätt,1.0,26,,1,,1.0,1929.0,6800.0,1315.0,1
648,Inedalsgatan 15,3200000,11233.0,Stockholms kommun,42968.0,Lägenhet,Bostadsrätt,1.0,20,,0,,7.0,1911.0,3000.0,1969.0,1
104,Sankt Eriksgatan 41,3200000,11234.0,Stockholms kommun,40020.0,Lägenhet,Bostadsrätt,1.0,28,,0,,1.0,1937.0,3627.0,819.0,1
874,Sankt eriksgatan 39,2970000,11234.0,Stockholms kommun,40020.0,Lägenhet,Bostadsrätt,1.0,25,,0,,2.0,1937.0,4200.0,814.0,1
1706,"Sankt Eriksgatan 39, 1 tr",3000000,11234.0,Stockholms kommun,40020.0,Lägenhet,Bostadsrätt,1.0,27,,0,,3.0,1937.0,3000.0,790.0,1
2575,Sankt Eriksgatan 41,3200000,11234.0,Stockholms kommun,40020.0,Lägenhet,Bostadsrätt,1.0,28,,0,,1.0,1937.0,3627.0,819.0,1
1893,"Sankt Eriksgatan 39, 1 tr",3000000,11234.0,Stockholms kommun,40020.0,Lägenhet,Bostadsrätt,1.0,27,,0,,2.0,1937.0,3000.0,790.0,1
3354,Ehrensvärdsgatan 6,3300000,11235.0,Stockholms kommun,75485.0,Lägenhet,Bostadsrätt,1.0,29,,0,,3.0,1930.0,4500.0,1382.0,1
45,Norr Mälarstrand 88,2600000,11235.0,Stockholms kommun,75485.0,Lägenhet,Bostadsrätt,1.0,20,,0,,8.0,1925.0,5000.0,1154.0,1
1534,Ehrensvärdsgatan 4,3010000,11235.0,Stockholms kommun,75485.0,Lägenhet,Bostadsrätt,1.0,26,,0,,2.0,1931.0,6000.0,1073.0,1
1452,"Norr Mälarstrand 88, vån 3",2950000,11235.0,Stockholms kommun,75485.0,Lägenhet,Bostadsrätt,1.0,25.3,,0,,1.0,1926.0,3000.0,1510.0,1
883,Ehrensvärdsgatan 6,3300000,11235.0,Stockholms kommun,75485.0,Lägenhet,Bostadsrätt,1.0,29,,0,,2.0,1930.0,4500.0,1382.0,1
1634,Jaktvarvsplan 3,3250000,11236.0,Stockholms kommun,47494.0,Lägenhet,Bostadsrätt,1.5,29,,0,,3.0,1931.0,5400.0,1727.0,1
352,"Ture Nermans Gränd 4, 2 tr",3350000,11237.0,Stockholms kommun,46790.0,Lägenhet,Bostadsrätt,2.0,26,,0,,3.0,1930.0,5000.0,607.0,1
2080,"Sven Rinmans gata 4, 2tr",2975000,11237.0,Stockholms kommun,46790.0,Lägenhet,Bostadsrätt,1.0,28,,0,,3.0,1931.0,5400.0,1858.0,1
87,"Pontonjärgatan 18, 1tr",3000000,11237.0,Stockholms kommun,46790.0,Lägenhet,Bostadsrätt,1.0,26,,0,,1.0,1931.0,6360.0,1727.0,1
726,Ture Nermans gränd 6,2820000,11237.0,Stockholms kommun,46790.0,Lägenhet,Bostadsrätt,1.0,25.5,,0,,2.0,1930.0,3000.0,607.0,1
933,Pontonjärgatan 49,3050000,11237.0,Stockholms kommun,46790.0,Lägenhet,Bostadsrätt,1.0,22,,0,,2.0,1922.0,11500.0,794.0,1
60,"Pontonjärgatan 18, 1tr",3000000,11237.0,Stockholms kommun,46790.0,Lägenhet,Bostadsrätt,1.0,26,,0,,4.0,1931.0,6360.0,1727.0,1
3404,Pontonjärgatan 49,3050000,11237.0,Stockholms kommun,46790.0,Lägenhet,Bostadsrätt,1.0,22,,0,,2.0,1922.0,11500.0,794.0,1
2558,"Pontonjärgatan 18, 1tr",3000000,11237.0,Stockholms kommun,46790.0,Lägenhet,Bostadsrätt,1.0,26,,0,,2.0,1931.0,6360.0,1727.0,1
2822,"Ture Nermans Gränd 4, 2 tr",3350000,11237.0,Stockholms kommun,46790.0,Lägenhet,Bostadsrätt,2.0,26,,0,,-1.0,1930.0,5000.0,607.0,1
1072,Pontonjärgatan 33,2560000,11237.0,Stockholms kommun,46790.0,Lägenhet,Bostadsrätt,1.0,21,,0,,1.0,1931.0,4948.0,1066.0,1
407,"Fridhemsplan 29, 1,5 tr",2995000,11240.0,Stockholms kommun,60642.0,Lägenhet,Bostadsrätt,2.0,28,,0,,2.0,1938.0,3000.0,2241.0,1
1476,Fridhemsgatan 1,3335000,11240.0,Stockholms kommun,60642.0,Lägenhet,Bostadsrätt,1.5,41,,0,,1.0,1939.0,5340.0,2827.0,1
509,Fridhemsplan 29,2700000,11240.0,Stockholms kommun,60642.0,Lägenhet,Bostadsrätt,2.0,26,,0,,2.0,,6000.0,2340.0,1
622,Karlsviksgatan 9,3000000,11241.0,Stockholms kommun,45598.0,Lägenhet,Bostadsrätt,1.5,27,,0,,4.0,1929.0,3000.0,1585.0,1
1379,"Sysslomansgatan 24, 4 Tr",3050000,11241.0,Stockholms kommun,45598.0,Lägenhet,Bostadsrätt,1.0,25,,0,,3.0,1939.0,4800.0,1592.0,1
2416,"Sysslomansgatan 22, 6tr",3345000,11241.0,Stockholms kommun,45598.0,Lägenhet,Bostadsrätt,2.0,33,,0,,3.0,1940.0,8544.0,2173.0,1
1961,"Sysslomansgatan 24, 2tr",3125000,11241.0,Stockholms kommun,45598.0,Lägenhet,Bostadsrätt,1.0,25,,0,,2.0,1939.0,4000.0,1474.0,1
3062,Karlsviksgatan 9,3000000,11241.0,Stockholms kommun,45598.0,Lägenhet,Bostadsrätt,1.5,27,,0,,3.0,1929.0,3000.0,1585.0,1
592,Karlsviksgatan 9,3000000,11241.0,Stockholms kommun,45598.0,Lägenhet,Bostadsrätt,1.5,27,,0,,0.0,1929.0,3000.0,1585.0,1
2076,Sysslomansgatan 8,3450000,11241.0,Stockholms kommun,45598.0,Lägenhet,Bostadsrätt,2.0,39,,0,,2.0,1938.0,6200.0,2164.0,1
239,"Sysslomansgatan 8, 7 tr",2975000,11241.0,Stockholms kommun,45598.0,Lägenhet,Bostadsrätt,1.0,26,,0,,1.0,1938.0,4900.0,1509.0,1
10148,"Sysslomansgatan 8, 1tr",2495000,11241.0,Stockholms kommun,45598.0,Lägenhet,Bostadsrätt,1.0,26,,0,,1.0,1938.0,4800.0,1509.0,1
195,Drottningholmsvägen 31,3025000,11242.0,Stockholms kommun,47883.0,Lägenhet,Bostadsrätt,2.0,32,,0,,1.0,1938.0,3549.0,1990.0,1
1207,Baltzar von Platens gata 7C,2515000,11242.0,Stockholms kommun,47883.0,Lägenhet,Bostadsrätt,1.0,20.5,,0,,3.0,1930.0,1296.0,513.0,1
2426,Baltzar von platens gata 1,3000000,11242.0,Stockholms kommun,47883.0,Lägenhet,Bostadsrätt,1.0,22,,0,,3.0,1932.0,5400.0,1289.0,1
2666,Drottningholmsvägen 31,3025000,11242.0,Stockholms kommun,47883.0,Lägenhet,Bostadsrätt,2.0,32,,0,,2.0,1938.0,3549.0,1990.0,1
3101,Drottningholmsvägen 72,3200000,11243.0,Stockholms kommun,35597.0,Lägenhet,Bostadsrätt,1.0,40,,0,,2.0,1927.0,3000.0,2538.0,1
1885,"Gyllenborgsgatan 9, 2 tr",3450000,11243.0,Stockholms kommun,35597.0,Lägenhet,Bostadsrätt,1.5,40.5,,0,,3.0,1926.0,6744.0,2287.0,1
397,"Lindhagensgatan 65, 1.5tr",3000000,11243.0,Stockholms kommun,35597.0,Lägenhet,Bostadsrätt,1.5,27.5,,0,,1.0,1926.0,3000.0,2119.0,1
1705,Gyllenborgsgatan 16,3200000,11243.0,Stockholms kommun,35597.0,Lägenhet,Bostadsrätt,1.5,34,,0,,1.0,1926.0,3000.0,1885.0,1
6993,Gyllenborgsgatan 18,2250000,11243.0,Stockholms kommun,35597.0,Lägenhet,Bostadsrätt,1.0,20.5,,0,,0.0,1926.0,3000.0,1199.0,1
2873,Gyllenborgsgatan 12,3500000,11243.0,Stockholms kommun,35597.0,Lägenhet,Bostadsrätt,1.5,40,,0,,2.0,1926.0,3000.0,2632.0,1
9449,Gyllenborgsgatan 18,2250000,11243.0,Stockholms kommun,35597.0,Lägenhet,Bostadsrätt,1.0,20.5,,0,,0.0,1926.0,3000.0,1199.0,1
8437,"Gyllenborgsgatan 9, 2 tr",2500000,11243.0,Stockholms kommun,35597.0,Lägenhet,Bostadsrätt,1.0,19,,0,,2.0,1926.0,3000.0,1377.0,1
2355,"Lindhagensgatan 65, 2 tr",3425000,11243.0,Stockholms kommun,35597.0,Lägenhet,Bostadsrätt,2.0,37,,0,,2.0,1936.0,3000.0,2361.0,1
8937,Lindhagensgatan 59,2280000,11243.0,Stockholms kommun,35597.0,Lägenhet,Bostadsrätt,1.0,25,,0,,1.0,1929.0,3000.0,2015.0,1
1458,Gyllenborgsgatan 16,3100000,11243.0,Stockholms kommun,35597.0,Lägenhet,Bostadsrätt,1.0,33.5,,0,,2.0,1926.0,3000.0,2229.0,1
998,"Gyllenborgsgatan 16, 1,5 tr",2500000,11243.0,Stockholms kommun,35597.0,Lägenhet,Bostadsrätt,1.0,20.5,,0,,3.0,1926.0,3000.0,1362.0,1
1622,Thorildsplan 2,2875000,11243.0,Stockholms kommun,35597.0,Lägenhet,Bostadsrätt,1.5,27,,0,,1.0,1927.0,1572.0,1817.0,1
8584,"Gyllenborgsgatan 16, 1,5 tr",2500000,11243.0,Stockholms kommun,35597.0,Lägenhet,Bostadsrätt,1.0,20.5,,0,,2.0,1926.0,3000.0,1362.0,1
378,"Lindhagensgatan 65, 1.5tr",3000000,11243.0,Stockholms kommun,35597.0,Lägenhet,Bostadsrätt,1.5,27.5,,0,,1.0,1926.0,3000.0,2119.0,1
763,"Gyllenborgsgatan 9, 2 tr",2500000,11243.0,Stockholms kommun,35597.0,Lägenhet,Bostadsrätt,1.0,19,,0,,1.0,1926.0,3000.0,1377.0,1
1246,Gyllenborgsgatan 14,3070000,11243.0,Stockholms kommun,35597.0,Lägenhet,Bostadsrätt,1.0,33,,0,,3.0,1926.0,3000.0,2044.0,1
403,Gyllenborgsgatan 12,3500000,11243.0,Stockholms kommun,35597.0,Lägenhet,Bostadsrätt,1.5,40,,0,,4.0,1926.0,3000.0,2632.0,1
3717,Gyllenborgsgatan 14,3070000,11243.0,Stockholms kommun,35597.0,Lägenhet,Bostadsrätt,1.0,33,,0,,3.0,1926.0,3000.0,2044.0,1
631,Drottningholmsvägen 72,3200000,11243.0,Stockholms kommun,35597.0,Lägenhet,Bostadsrätt,1.0,40,,0,,5.0,1927.0,3000.0,2538.0,1
